A ^at++++=A
synthesis ^nn++++=synthesis
of ^in++++=of
the ^ati++++=the
data ^nns++++=data
presented ^vwbn+++xvbn+=presented
in ^in++++=in
these ^dt+dem+++=these
two ^cd++++=two
tables ^nns++++=tables
indicates ^vbz+vpub+++=indicates
three ^cd++++=three
distinct ^jj+atrb+++=distinct
patterns ^nns++++=patterns
of ^in++++=of
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
mortality ^nn++++=mortality
that ^tht+rel+subj++=that
correspond ^vb++++=correspond
with ^in++++=with
specific ^jj+atrb+++=specific
geographic ^nn+++??+=geographic
regions ^nns++++=regions.
. ^zz++++=EXTRAWORD
In ^in++++=In
European ^jj+atrb+++=European
countries ^nns++++=countries
and ^cc++++=and
the ^ati++++=the
United ^np++++=United
States ^nns++++=States,
, ^zz++++=EXTRAWORD
overall ^jjb+atrb+++=overall
mortality ^nn++++=mortality
rates ^nns++++=rates
are ^vb+ber+vrb++=are
high ^jj+pred+++=high,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
pronounced ^jj+atrb++xvbn+=pronounced
disparity ^nn+++??+=disparity
in ^in++++=in
mortality ^nn++++=mortality
rates ^nns++++=rates
between ^in++++=between
different ^jj+atrb+++=different
age ^nn++++=age
groups ^nns++++=groups.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
Latin ^jj+atrb+++=Latin
American ^jj+atrb+++=American
countries ^nns++++=countries
and ^cc++++=and
South ^np+pl+++=South
Africa ^np++++=Africa
also ^rb++++=also
exhibit ^vb++++=exhibit
high ^jj+atrb+++=high
overall ^jjb+atrb+++=overall
mortality ^nn++++=mortality
rates ^nns++++=rates,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
differences ^nns++++=differences
in ^in++++=in
mortality ^nn++++=mortality
across ^in+pl+++=across
age ^nn++++=age
groups ^nns++++=groups
are ^vb+ber+aux++=are
less ^rbr++splt++=less
marked ^vpsv++agls+xvbnx+=marked.
. ^zz++++=EXTRAWORD
In ^in++++=In
lower ^jjr++++=lower-income
- ^zz++++=EXTRAWORD
income ^nn++++=EXTRAWORD
Asian ^jj+atrb+++=Asian
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
overall ^jjb+atrb+++=overall
mortality ^nn++++=mortality
rates ^nns++++=rates
are ^vb+ber+vrb++=are
substantially ^rb++++=substantially
lower ^jjr+pred+++=lower,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
association ^nn++++=association
between ^in++++=between
age ^nn++++=age
and ^cc++++=and
mortality ^nn++++=mortality
is ^vbz+bez+vrb++=is
less ^rbr++++=less
evident ^jj+pred+++=evident.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
Turkey ^np++++=Turkey,
, ^zz++++=EXTRAWORD
display ^nn++++=display
intermediate ^jj+atrb+++=intermediate
characteristics ^nns++++=characteristics,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
national ^jj++++=national-specific
- ^zz++++=EXTRAWORD
specific ^jj+atrb+++=EXTRAWORD
factors ^nns++++=factors,
, ^zz++++=EXTRAWORD
as ^in++++=as
observed ^nn++++=observed
in ^in++++=in
Canada ^np++++=Canada
and ^cc++++=and
Germany ^np++++=Germany,
 ^zz++++=EXTRAWORD
Also ^rb++++=also
Contribute ^vb++++=contribute
To ^in++++=to
Variations ^nns++++=variations
In ^in++++=in
Mortality ^nn++++=mortality
Patterns ^nns++++=patterns.
 ^zz++++=EXTRAWORD
