The ^ati++++=The
rapid ^jj+atrb+++=rapid
transmission ^nn++++=transmission
of ^in++++=of
Sars ^np+++??+=SARS-CoV-2,
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
causative ^nn+++??+=causative
agent ^nn++++=agent
of ^in++++=of
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
prompted ^j+++xvbn+=prompted
the ^ati++++=the
World ^nn++++=World
Health ^nn++++=Health
Organization ^nn++++=Organization
to ^to++++=to
declare ^vbi+vpub+++=declare
the ^ati++++=the
disease ^nn++++=disease
a ^at++++=a
global ^jj+atrb+++=global
public ^jj+atrb+++=public
health ^nn++++=health
emergency ^nn++++=emergency
on ^in++++=on
January ^nr++++=January
30 ^cd++++=30,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020.
. ^zz++++=EXTRAWORD
Globally ^np+++??+=Globally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
high ^jj+atrb+++=high
rate ^nn++++=rate
of ^in++++=of
spread ^nn+++xvbn+=spread
and ^cc++++=and
the ^ati++++=the
associated ^nn++++=associated
risk ^vb++++=risk
of ^in++++=of
overwhelming ^jj+atrb+++=overwhelming
healthcare ^nn+++??+=healthcare
systems ^nns++++=systems
have ^vb+hv+aux++=have
presented ^vprf+++xvbnx+=presented
persistent ^jj++++=persistent
challenges ^vbz++++=challenges
for ^in++++=for
governments ^nns++++=governments,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
management ^nn++++=management
of ^in++++=of
successive ^jj+atrb+++=successive
waves ^nns++++=waves
of ^in++++=of
infection ^nn++++=infection
[ ^zz++++=[1-3].
1 ^zz++++=EXTRAWORD
-3]. ^nn++++=EXTRAWORD
