The ^ati++++=The
possibility ^nn++++=possibility
of ^in++++=of
exit ^nn++++=exit
may ^md+pos+++=may
appear ^vb+seem+++=appear
unlikely ^jj++++=unlikely
for ^in++++=for
public ^jj+atrb+++=public
employees ^nns++++=employees
with ^in++++=with
tenured ^nn+++??+=tenured
positions ^nns++++=positions.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
civil ^jj+atrb+++=civil
servants ^nns++++=servants
have ^vb+hv+vrb++=have
access ^nn++++=access
to ^in++++=to
a ^at++++=a
range ^nn++++=range
of ^in++++=of
exit ^nn++++=exit
strategies ^nns+++??+=strategies,
, ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
which ^whp+rel+pied++=which
are ^vb+ber+vrb++=are
subtle ^jj+pred+++=subtle.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
include ^vb++++=include
transferring ^vbg+++xvbg+=transferring
to ^in++++=to
a ^at++++=a
different ^jj+atrb+++=different
department ^nn++++=department
or ^cc++++=or
unit ^nn++++=unit
within ^in++++=within
the ^ati++++=the
same ^ap++++=same
institution ^nn++++=institution
or ^cc++++=or
agency ^nn++++=agency,
, ^zz++++=EXTRAWORD
transferring ^vbg+++xvbg+=transferring
to ^in++++=to
a ^at++++=a
different ^jj+atrb+++=different
government ^nn++++=government
agency ^nn++++=agency
or ^cc++++=or
relocating ^nn+++??+=relocating
to ^in++++=to
another ^dt++++=another
municipality ^nn++++=municipality,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
temporary ^jj+atrb+++=temporary
leave ^nn++++=leave
to ^to++++=to
pursue ^vbi++++=pursue
graduate ^nn++++=graduate
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
unpaid ^jj+atrb+++=unpaid
leave ^nn++++=leave,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
ultimately ^rb++++=ultimately
resigning ^vbg+++xvbg+=resigning
from ^in++++=from
civil ^jj+atrb+++=civil
service ^nn++++=service.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
common ^jj+atrb+++=common
perception ^nn++++=perception
that ^tht+ncmp+++=that
public ^jj+atrb+++=public
employees ^nns++++=employees
remain ^vb++++=remain
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
position ^nn++++=position
throughout ^in++++=throughout
their ^pp$+pp3+++=their
careers ^nns++++=careers,
, ^zz++++=EXTRAWORD
evidence ^nn++++=evidence
from ^in++++=from
the ^ati++++=the
Brazilian ^jj+atrb+++=Brazilian
federal ^jj+atrb+++=federal
administration ^nn++++=administration
indicates ^vbz+vpub+++=indicates
that ^tht+vcmp+++=that
federal ^jj+atrb+++=federal
careers ^nns++++=careers
offer ^nn++++=offer
varying ^vwbg+++xvbg+=varying
degrees ^nns++++=degrees
of ^in++++=of
mobility ^nn++++=mobility,
, ^zz++++=EXTRAWORD
with ^in++++=with
some ^dti++++=some
positions ^nns++++=positions
being ^vb+be+vrb++=being
more ^rbr++++=more
conducive ^jj+pred+++=conducive
to ^in++++=to
movement ^nn++++=movement
than ^in++++=than
others ^aps++++=others.
. ^zz++++=EXTRAWORD
