A ^at++++=A
questionnaire ^nn++++=questionnaire
was ^vbd+bedz+aux++=was
distributed ^vpsv++agls+xvbnx+=distributed
to ^in++++=to
all ^abn++++=all
high ^jj+atrb+++=high
school ^nn++++=school
adolescents ^nns++++=adolescents
invited ^vwbn+++xvbn+=invited
to ^in++++=to
the ^ati++++=the
private ^jj+atrb+++=private
event ^nn++++=event
( ^zz++++=(N=199),
n=199 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
only ^rb+down+++=only
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
attended ^vbd+++xvbn+=attended
the ^ati++++=the
event ^nn++++=event
included ^vbd+++xvbn+=included
in ^in++++=in
the ^ati++++=the
study ^nn++++=study
sample ^nn++++=sample
( ^zz++++=(N=164).
n=164 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Informed ^jj+atrb++xvbn+=Informed
consent ^nn++++=consent
was ^vbd+bedz+aux++=was
obtained ^vpsv++agls+xvbnx+=obtained
at ^rb++++=at
the ^ati++++=the
beginning ^jj+++xvbg+=beginning
of ^in++++=of
the ^ati++++=the
questionnaire ^nn++++=questionnaire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
participants ^nns++++=participants
under ^in++++=under
18 ^cd++++=18
years ^nns++++=years
of ^in++++=of
age ^nn++++=age,
, ^zz++++=EXTRAWORD
parental ^jj+atrb+++=parental
consent ^nn++++=consent
was ^vbd+bedz+aux++=was
requested ^vpsv++agls+xvbnx+=requested
in ^in++++=in
accordance ^nn++++=accordance
with ^in++++=with
World ^nn++++=World
Health ^nn++++=Health
Organization ^nn++++=Organization
guidelines ^nns+++??+=guidelines
( ^zz++++=(World
world ^nn++++=EXTRAWORD
Health ^nn++++=Health
Organization ^nn++++=Organization,
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Participants ^nns++++=Participants
were ^vbd+bed+aux++=were
informed ^vpsv++agls+xvbnx+=informed
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
involvement ^nn++++=involvement
in ^in++++=in
the ^ati++++=the
study ^nn++++=study
was ^vbd+bedz+vrb++=was
both ^abx++++=both
anonymous ^jj++++=anonymous
and ^cc+phrs+++=and
voluntary ^jj++++=voluntary.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
an ^at++++=an
open ^jj+atrb+++=open
virtual ^jj+atrb+++=virtual
meeting ^nvbg+++xvbg+=meeting
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held
with ^in+ppvb+++=with
adolescents ^nns++++=adolescents
and ^cc++++=and
their ^pp$+pp3+++=their
parents ^nns++++=parents
to ^to++++=to
explain ^vbi+vpub+++=explain
the ^ati++++=the
study ^nn++++=study
s ^zz++++=s
objectives ^nns++++=objectives
and ^cc++++=and
methodology ^nn++++=methodology.
. ^zz++++=EXTRAWORD
The ^ati++++=The
questionnaire ^nn++++=questionnaire
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
closed ^vbd+++xvbn+=closed-choice
- ^zz++++=EXTRAWORD
choice ^nn++++=EXTRAWORD
items ^nns++++=items
and ^cc++++=and
one ^cd1++++=one
open ^jj++++=open-ended
- ^zz++++=EXTRAWORD
ended ^vbd+++xvbn+=EXTRAWORD
question ^nn++++=question,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
collected ^vbd+++xvbn+=collected
data ^nns++++=data
on ^in++++=on
age ^nn++++=age,
, ^zz++++=EXTRAWORD
sex ^nn++++=sex,
, ^zz++++=EXTRAWORD
history ^nn++++=history
of ^in++++=of
prior ^jj+atrb+++=prior
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
infection ^nn++++=infection,
, ^zz++++=EXTRAWORD
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
rapid ^jj+atrb+++=rapid
antigen ^nn++++=antigen
test ^nn++++=test
status ^nn++++=status
before ^in++++=before
the ^ati++++=the
event ^nn++++=event,
, ^zz++++=EXTRAWORD
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
test ^nn++++=test
results ^nns++++=results
after ^in++++=after
the ^ati++++=the
event ^nn++++=event,
, ^zz++++=EXTRAWORD
use ^nn++++=use
of ^in++++=of
face ^nn++++=face
masks ^vbz++++=masks,
, ^zz++++=EXTRAWORD
duration ^nn++++=duration
of ^in++++=of
attendance ^nn++++=attendance
at ^in++++=at
the ^ati++++=the
event ^nn++++=event,
, ^zz++++=EXTRAWORD
vaccination ^nn++++=vaccination
status ^nn++++=status,
, ^zz++++=EXTRAWORD
symptoms ^nns++++=symptoms
experienced ^vbd+++xvbn+=experienced
after ^in++++=after
the ^ati++++=the
event ^nn++++=event,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
occurrence ^nn++++=occurrence
of ^in++++=of
Covid ^np+++??+=COVID-19
 ^zz++++=EXTRAWORD
9 ^cd++++=EXTRAWORD
Among ^in++++=among
Close ^jj+atrb+++=close
Contacts ^nns++++=contacts
Following ^in++++=following
The ^ati++++=the
Event ^nn++++=event.
 ^zz++++=EXTRAWORD
