A ^at++++=A
general ^jj+atrb+++=general
Education ^nn++++=Education
about ^in++++=about
Religions ^nns++++=Religions
and ^cc++++=and
Beliefs ^nns++++=Beliefs
and ^cc++++=and
Ethics ^nn++++=Ethics
programme ^nn++++=programme
may ^md+pos+++=may
be ^vb+be+vrb++=be
applicable ^jj+pred+++=applicable
even ^rb++++=even
within ^in++++=within
denominational ^jj+atrb+++=denominational
schools ^nns++++=schools;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Ncca ^np+++??+=NCCA
s ^zz++++=s
proposal ^nn++++=proposal
for ^in++++=for
a ^at++++=a
specific ^jj+atrb+++=specific
subject ^nn++++=subject
or ^cc++++=or
cross ^jj++++=cross-curricular
- ^zz++++=EXTRAWORD
curricular ^nn+++??+=EXTRAWORD
area ^nn++++=area
that ^tht+rel+obj++=that
aims ^vb++++=aims
to ^in+vcmp+++=to
present ^jj+atrb+++=present
religious ^jj+atrb+++=religious
content ^nn++++=content
without ^in++++=without
promoting ^xvbg+++xvbg+=promoting
one ^cd1++++=one
faith ^nn++++=faith
perspective ^nn++++=perspective
above ^in+pl+++=above
another ^ppls++++=another
raises ^vbz++++=raises
questions ^nns++++=questions
regarding ^in++++=regarding
its ^pp$+it+++=its
foundational ^nn+++??+=foundational
philosophy ^nn++++=philosophy.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
consider ^vbi+vprv+++=consider
whether ^cs+who+++=whether
the ^ati++++=the
programme ^nn++++=programme
is ^vbz+bez+aux++=is
intended ^vpsv++agls+xvbnx+=intended
to ^to+vcmp+++=to
promote ^vbi++++=promote
a ^at++++=a
neutralist ^jj+atrb+++=neutralist
or ^cc+phrs+++=or
postmodern ^jj+atrb++??+=postmodern
conception ^nn++++=conception
of ^in++++=of
religion ^nn++++=religion,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
assumes ^vbz+vprv+++=assumes
a ^at++++=a
shared ^jj+atrb++xvbn+=shared
framework ^nn++++=framework
of ^in++++=of
political ^jj+atrb+++=political
principles ^nns++++=principles
in ^in++++=in
the ^ati++++=the
public ^jj+atrb+++=public
sphere ^nn++++=sphere
while ^cs+sub+++=while
adopting ^vbg+++xvbg+=adopting
a ^at++++=a
relativistic ^nn+++??+=relativistic
epistemology ^nn+++??+=epistemology
in ^in++++=in
the ^ati++++=the
private ^jj+atrb+++=private
sphere ^nn++++=sphere,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
whether ^cs+who+++=whether
it ^pp3+it+++=it
genuinely ^rb++++=genuinely
facilitates ^nns+++??+=facilitates
cross ^jj++++=cross-cultural
- ^zz++++=EXTRAWORD
cultural ^jj++++=EXTRAWORD
learning ^jj+++xvbg+=learning
by ^in++++=by
encouraging ^jj+atrb+++=encouraging
pupils ^nns++++=pupils
to ^to++++=to
understand ^vbi+vprv+++=understand
perspectives ^nns++++=perspectives
different ^jj++++=different
from ^in++++=from
their ^pp$+pp3+++=their
own ^ap++++=own.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
former ^ap++++=former
is ^vbz+bez+vrb++=is
the ^ati++++=the
case ^nn++++=case,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Catholic ^jj+atrb+++=Catholic
Church ^npl++++=Church
s ^zz++++=s
concerns ^nns++++=concerns
about ^in++++=about
the ^ati++++=the
incompatibility ^nn++++=incompatibility
of ^in++++=of
such ^abl++++=such
a ^at++++=a
programme ^nn++++=programme
with ^in++++=with
its ^pp$+it+++=its
belief ^nn++++=belief
system ^nn++++=system
and ^cc++++=and
educational ^jj+atrb+++=educational
objectives ^nns++++=objectives
are ^vb+ber+aux++=are
justified ^vpsv++agls+xvbnx+=justified,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
proposal ^nn++++=proposal
may ^md+pos+++=may
not ^xnot++not++=not
foster ^jjb++++=foster
a ^at++++=a
dialogical ^nn+++??+=dialogical
approach ^nn++++=approach
to ^in++++=to
the ^ati++++=the
pursuit ^nn++++=pursuit
of ^in++++=of
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
previously ^rb+tm+++=previously
discussed ^vbd+++xvbn+=discussed.
