A ^at++++=A
double ^jj++++=double-blind
- ^zz++++=EXTRAWORD
blind ^jj+atrb+++=EXTRAWORD
clinical ^jj+atrb+++=clinical
trial ^nn++++=trial
evaluated ^vwbn+++xvbn+=evaluated
the ^ati++++=the
effect ^nn++++=effect
of ^in++++=of
valeric ^nn+++??+=valeric
capsules ^nns++++=capsules
on ^in++++=on
anxiety ^nn++++=anxiety
levels ^nns++++=levels
in ^in++++=in
women ^nns++++=women
undergoing ^vwbg+++xvbg+=undergoing
hysterosalpingography ^nn+++??+=hysterosalpingography,
, ^zz++++=EXTRAWORD
a ^at++++=a
procedure ^nn++++=procedure
known ^vbd+++xvbn+=known
to ^to+vcmp+++=to
be ^vbi++vrb++=be
both ^abx++++=both
stressful ^nn+++??+=stressful
and ^cc++++=and
painful ^jj++++=painful.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
study ^nn++++=study,
, ^zz++++=EXTRAWORD
participants ^nns++++=participants
received ^vbd+++xvbn+=received
a ^at++++=a
single ^jj+atrb+++=single
dose ^nn++++=dose
of ^in++++=of
three ^cd++++=three
capsules ^nns++++=capsules,
, ^zz++++=EXTRAWORD
each ^dt++++=each
containing ^jj+++xvbg+=containing
500 ^cd++++=500
mg ^nnu++++=mg
of ^in++++=of
valeric ^nn+++??+=valeric
( ^zz++++=(totaling
totaling ^nn+++??+=EXTRAWORD
1,500 ^cd++++=1,500
mg ^nnu++++=mg),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
administered ^j+++xvbn+=administered
with ^in++++=with
prophylaxis ^nns+++??+=prophylaxis
30 ^cd++++=30
minutes ^nns++++=minutes
prior ^in+cmpx+++=prior
to ^in"++++=to
the ^ati++++=the
procedure ^nn++++=procedure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
results ^nns++++=results
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
valeric ^nn+++??+=valeric
was ^vbd+bedz+vrb++=was
effective ^jj+pred+++=effective
in ^in++++=in
reducing ^xvbg+++xvbg+=reducing
anxiety ^nn++++=anxiety
among ^in++++=among
women ^nns++++=women
undergoing ^vwbg+++xvbg+=undergoing
hysterosalpingography ^nn++++=hysterosalpingography
( ^zz++++=(Gharib
gharib ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
