A ^at++++=A
population ^nn++++=population
study ^nn++++=study
is ^vbz+bez+vrb++=is
a ^at++++=a
valuable ^jj+atrb+++=valuable
methodological ^jj+atrb+++=methodological
approach ^nn++++=approach
for ^in++++=for
assessing ^xvbg+++xvbg+=assessing
the ^ati++++=the
epidemiological ^nn+++??+=epidemiological
status ^nn++++=status
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
across ^in+pl+++=across
different ^jj+atrb+++=different
regions ^nns++++=regions.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
enables ^vbz++++=enables
the ^ati++++=the
identification ^nn++++=identification
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease
s ^zz++++=s
prevalence ^nn+++??+=prevalence,
, ^zz++++=EXTRAWORD
facilitates ^nns+++??+=facilitates
the ^ati++++=the
analysis ^nn++++=analysis
of ^in++++=of
transmission ^nn++++=transmission
dynamics ^nn++++=dynamics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
provides ^vbz+vsua+++=provides
insights ^nns++++=insights
into ^in++++=into
its ^pp$+it+++=its
demographic ^jj++++=demographic,
, ^zz++++=EXTRAWORD
geographical ^jj++++=geographical,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
social ^jj+atrb+++=social
distribution ^nn++++=distribution.
. ^zz++++=EXTRAWORD
