The ^ati++++=The
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^jj+++??+=pandemic
exposed ^jj+++xvbn+=exposed
significant ^jj++++=significant
challenges ^vbz++++=challenges
within ^in++++=within
Brazilian ^jj+atrb+++=Brazilian
public ^nn++++=public
institutions ^nns++++=institutions,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
already ^rb++splt++=already
constrained ^vpsv++by+xvbnx+=constrained
by ^in++++=by
fiscal ^jj+atrb+++=fiscal
austerity ^nn++++=austerity
measures ^nns++++=measures
and ^cc++++=and
stringent ^jj+atrb+++=stringent
budgetary ^jj+atrb+++=budgetary
restrictions ^nns++++=restrictions.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
2018 ^cd++++=2018
and ^cc++++=and
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Unified ^jj+atrb++xvbn+=Unified
Health ^nn++++=Health
System ^nn++++=System
( ^zz++++=(SUS)
sus ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
experienced ^vbd+++xvbn+=experienced
a ^at++++=a
reduction ^nn++++=reduction
of ^in++++=of
approximately ^rb+down+++=approximately
22.5 ^cd++++=22.5
billion ^cd++++=billion
reais ^nns+++??+=reais
in ^in++++=in
funding ^nn+++??+=funding.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
allocation ^nn++++=allocation
and ^cc++++=and
management ^nn++++=management
of ^in++++=of
specific ^jj+atrb+++=specific
federal ^jj+atrb+++=federal
financial ^jj+atrb+++=financial
resources ^nns++++=resources
to ^in++++=to
states ^nns++++=states
and ^cc++++=and
municipalities ^nns+++??+=municipalities,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
Rio ^np+++??+=Rio
de ^&fw++++=de
janeiro ^np++++=Janeiro,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
inadequate ^jj+pred+++=inadequate,
, ^zz++++=EXTRAWORD
as ^ql++++=as
previously ^rb+tm+++=previously
documented ^vpsv++agls+xvbn+=documented.
. ^zz++++=EXTRAWORD
