The ^ati++++=The
findings ^nns++++=findings
indicate ^vb+vprv+++=indicate
that ^tht+vcmp+++=that
native ^jj+atrb+++=native
speakers ^nns++++=speakers
of ^in++++=of
Portuguese ^nn++++=Portuguese
generally ^rb+down+++=generally
employ ^vb++++=employ
the ^ati++++=the
Position ^nn++++=Position
of ^in++++=of
Antecedent ^jj+atrb+++=Antecedent
Strategy ^nn++++=Strategy
when ^wrb+who+++=when
resolving ^jj+atrb+++=resolving
ambiguous ^jj+atrb+++=ambiguous
anaphora ^nn+++??+=anaphora,
, ^zz++++=EXTRAWORD
with ^in++++=with
Brazilian ^jj+atrb+++=Brazilian
speakers ^nns++++=speakers
more ^rbr++++=more
frequently ^rb++++=frequently
interpreting ^jj+++xvbg+=interpreting
zero ^cd++++=zero
anaphora ^nn+++??+=anaphora
as ^ql++++=as
referring ^jj+++xvbg+=referring
to ^in++++=to
the ^ati++++=the
subject ^nn++++=subject
of ^in++++=of
the ^ati++++=the
main ^jjb+atrb+++=main
clause ^nn++++=clause
compared ^vbd+++xvbn+=compared
to ^in++++=to
European ^jj+atrb+++=European
Portuguese ^nn++++=Portuguese
speakers ^nns++++=speakers.
. ^zz++++=EXTRAWORD
For ^in++++=For
participants ^nns++++=participants
from ^in++++=from
both ^abx++++=both
language ^nn++++=language
varieties ^nns++++=varieties,
, ^zz++++=EXTRAWORD
pronominal ^nn+++??+=pronominal
cataphora ^nn+++??+=cataphora
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
present ^vbi++++=present
greater ^jjr+atrb+++=greater
difficulty ^nn++++=difficulty
in ^in++++=in
resolution ^nn++++=resolution
than ^in++++=than
other ^ap++++=other
types ^nns++++=types
of ^in++++=of
anaphora ^nn+++??+=anaphora.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
majority ^nn++++=majority
of ^in++++=of
participants ^nns++++=participants
selected ^vwbn+++xvbn+=selected
either ^dtx++++=either
the ^ati++++=the
subject ^nn++++=subject
or ^cc++++=or
the ^ati++++=the
complement ^nn++++=complement
of ^in++++=of
the ^ati++++=the
main ^jjb+atrb+++=main
clause ^nn++++=clause
as ^in++++=as
the ^ati++++=the
antecedent ^nn++++=antecedent
of ^in++++=of
the ^ati++++=the
anaphor ^nn+++??+=anaphor,
, ^zz++++=EXTRAWORD
a ^at++++=a
subset ^nn+++??+=subset
of ^in++++=of
participants ^nns++++=participants
identified ^vwbn+++xvbn+=identified
an ^at++++=an
alternative ^jj+atrb+++=alternative
referent ^nn+++??+=referent
one ^cd1++++=one
not ^xnot++not++=not
previously ^rb+tm+++=previously
mentioned ^vbd+vpub++xvbn+=mentioned
in ^in++++=in
the ^ati++++=the
sentence ^nn++++=sentence
as ^in++++=as
the ^ati++++=the
antecedent ^nn++++=antecedent
in ^in++++=in
cases ^nns++++=cases
of ^in++++=of
pronominal ^nn+++??+=pronominal
cataphora ^nn+++??+=cataphora,
, ^zz++++=EXTRAWORD
a ^at++++=a
pattern ^nn++++=pattern
also ^rb++++=also
reported ^vpsv++agls+xvbn+=reported
in ^in++++=in
italian ^nn++++=Italian
by ^in++++=by
sorace ^np++++=Sorace
and ^cc++++=and
filiaci ^np++++=Filiaci
( ^zz++++=(2006).
2006 ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
