A ^at++++=A
total ^nn++++=total
of ^in++++=of
68 ^cd++++=68
patients ^nns++++=patients
were ^vbd+bed+aux++=were
included ^vpsv++agls+xvbnx+=included
in ^in++++=in
the ^ati++++=the
study ^nn++++=study,
, ^zz++++=EXTRAWORD
of ^in++++=of
whom ^whp+rel+pied++=whom
62 ^cd++++=62%
% ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
male ^jj+pred+++=male
and ^cc++++=and
38 ^cd++++=38%
% ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
female ^nn++++=female.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mean ^jj+atrb+++=mean
age ^nn++++=age
was ^vbd+bedz+vrb++=was
48.9 ^cd++++=48.9
13.3 ^cd++++=13.3
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
median ^jjb+atrb+++=median
systolic ^jj+atrb++??+=systolic
blood ^nn++++=blood
pressure ^nn++++=pressure
( ^zz++++=(SBP)
sbp ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
120 ^cd++++=120
mmhg ^nn+++??+=mmHg
( ^zz++++=(range:
range ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
95 ^cd++++=95
170 ^cd++++=170
mmhg ^nn+++??+=mmHg),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
median ^jjb+atrb+++=median
diastolic ^jj+atrb++??+=diastolic
blood ^nn++++=blood
pressure ^nn++++=pressure
( ^zz++++=(DBP)
dbp ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
80 ^cd++++=80
mmhg ^nn+++??+=mmHg
( ^zz++++=(range:
range ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
60 ^cd++++=60
110 ^cd++++=110
mmhg ^nn+++??+=mmHg).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
mean ^jj+atrb+++=mean
heart ^nn++++=heart
rate ^nn++++=rate
was ^vbd+bedz+vrb++=was
76 ^cd++++=76
13 ^cd++++=13
beats ^nns++++=beats
per ^nnu++++=per
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
median ^jjb+atrb+++=median
respiratory ^jj+atrb+++=respiratory
rate ^nn++++=rate
was ^vbd+bedz+vrb++=was
24 ^cd++++=24
breaths ^nns++++=breaths
per ^nnu++++=per
minute ^nn++++=minute
( ^zz++++=(range:
range ^nn++++=EXTRAWORD
: ^zz++++=EXTRAWORD
16 ^cd++++=16
40 ^cd++++=40).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Anosmia ^np+++??+=Anosmia
was ^vbd+bedz+aux++=was
present ^vb++++=present
in ^in++++=in
22 ^cd++++=22%
% ^zz++++=EXTRAWORD
of ^in++++=of
patients ^nns++++=patients
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
15 ^cd++++=15),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dysgeusia ^nn+++??+=dysgeusia
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbn+=observed
in ^in++++=in
19 ^cd++++=19%
% ^zz++++=EXTRAWORD
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
13 ^cd++++=13).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
