Although ^cs+con+++=Although
the ^ati++++=the
pandemic ^nn+++??+=pandemic
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
yet ^rb++++=yet
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
has ^vbz+hvz+aux++=has
persisted ^vprf+++xvbnx+=persisted
long ^rb++++=long
enough ^qlp++++=enough
to ^to++++=to
permit ^vbi++++=permit
at ^in++++=at
least ^rbt++++=least
preliminary ^jj+atrb+++=preliminary
assessments ^nns++++=assessments
of ^in++++=of
the ^ati++++=the
effectiveness ^nn++++=effectiveness
of ^in++++=of
disease ^nn++++=disease
control ^nn++++=control
measures ^nns++++=measures
and ^cc++++=and
the ^ati++++=the
performance ^nn++++=performance
of ^in++++=of
health ^nn++++=health
systems ^nns++++=systems.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
topic ^nn++++=topic
can ^md+pos+++=can
be ^vb+be+aux++=be
examined ^vpsv++agls+xvbnx+=examined
at ^rb++++=at
various ^jj+atrb+++=various
geographical ^jj+atrb+++=geographical
scales ^nns++++=scales
using ^vwbg+++xvbg+=using
comparative ^jj+atrb+++=comparative
indicators ^nns++++=indicators
of ^in++++=of
both ^abx++++=both
interventions ^nns++++=interventions
and ^cc++++=and
outcomes ^nns+++??+=outcomes.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
approach ^nn++++=approach
is ^vbz+bez+aux++=is
to ^to++++=to
compare ^vbi++++=compare
global ^jj+atrb+++=global
mortality ^nn++++=mortality
rates ^nns++++=rates
associated ^vbd+++xvbn+=associated
with ^in++++=with
the ^ati++++=the
disease ^nn++++=disease;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
given ^vpbn+v++xvbn+=given
that ^dt+dem+++=that
morbidity ^nn+++??+=morbidity
is ^vbz+bez+aux++=is
strongly ^rb+amp+splt++=strongly
correlated ^vpsv++agls+xvbnx+=correlated
with ^in++++=with
age ^nn++++=age,
, ^zz++++=EXTRAWORD
such ^abl++++=such
comparisons ^nns++++=comparisons
should ^md+nec+++=should
include ^vb++++=include
adjustments ^nns++++=adjustments
for ^in++++=for
differences ^nns++++=differences
in ^in++++=in
the ^ati++++=the
age ^nn++++=age
structures ^nns++++=structures
of ^in++++=of
the ^ati++++=the
populations ^nns++++=populations
being ^vb+be+vrb++=being
analyzed ^nn++++=analyzed.
. ^zz++++=EXTRAWORD
