The ^ati++++=The
integration ^nn++++=integration
of ^in++++=of
digital ^jj+atrb+++=digital
content ^nn++++=content
and ^cc++++=and
multimedia ^jj+atrb++??+=multimedia
educational ^jj+atrb+++=educational
resources ^nns++++=resources
into ^in++++=into
educational ^jj+atrb+++=educational
processes ^nns++++=processes
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
to ^to+vcmp+++=to
enhance ^vbi++++=enhance
student ^nn++++=student
engagement ^nn++++=engagement,
, ^zz++++=EXTRAWORD
comprehension ^nn++++=comprehension,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
learning ^vbg+vprv++xvbg+=learning
outcomes ^nns+++??+=outcomes,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
information ^nn++++=information
and ^cc++++=and
communication ^nn++++=communication
technologies ^nns+++??+=technologies
( ^zz++++=(ICT)
ict ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
can ^md+pos+++=can
serve ^vb++++=serve
as ^in++++=as
an ^at++++=an
effective ^jj+atrb+++=effective
means ^nn++++=means
of ^in++++=of
delivering ^xvbg+++xvbg+=delivering
instructional ^jj+atrb+++=instructional
content ^nn++++=content
( ^zz++++=(Palomo
palomo ^nn++++=EXTRAWORD
& ^zz++++=&
s ^zz++++=S
nchez ^nn++++=nchez,
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
