Although ^cs+con+++=Although
the ^ati++++=the
correlations ^nns++++=correlations
are ^vb+ber+aux++=are
considered ^vpsv++agls+xvbnx+=considered
weak ^jj++++=weak,
, ^zz++++=EXTRAWORD
the ^ati++++=the
negative ^jj+atrb+++=negative
correlation ^nn++++=correlation
coefficients ^nns++++=coefficients
with ^in++++=with
absolute ^jj+atrb+++=absolute
values ^nns++++=values
greater ^jjr++++=greater
than ^in++++=than
0.2500 ^nn+++??+=0.2500
observed ^vbd+vprv++xvbn+=observed
between ^in++++=between
the ^ati++++=the
pairs ^nns++++=pairs
of ^in++++=of
dimensions ^nns++++=dimensions
" ^zz++++="Teaching
teaching ^vbg+vsua++xvbg+=EXTRAWORD
and ^cc+phrs+++=and
Learning ^vbg+vprv++xvbg+=Learning"
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="Research,"
research ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Teaching
teaching ^vbg+vsua++xvbg+=EXTRAWORD
and ^cc+phrs+++=and
Learning ^vbg+vprv++xvbg+=Learning"
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="Knowledge
knowledge ^nn++++=EXTRAWORD
Transfer ^nn++++=Transfer,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^in++++=as
" ^zz++++="Knowledge
knowledge ^nn++++=EXTRAWORD
Transfer ^nn++++=Transfer"
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="International
international ^jj+atrb+++=EXTRAWORD
Orientation ^nn++++=Orientation,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
warrant ^nn++++=warrant
attention ^nn++++=attention.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
results ^nns++++=results
indicate ^vb+vprv+++=indicate
a ^at++++=a
tendency ^nn++++=tendency
for ^in++++=for
inverse ^jj+atrb+++=inverse
performance ^nn++++=performance
between ^in++++=between
each ^dt++++=each
pair ^nn++++=pair
of ^in++++=of
dimensions ^nns++++=dimensions.
. ^zz++++=EXTRAWORD
