A ^at++++=A
study ^nn++++=study
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
to ^to++++=to
evaluate ^vbi++++=evaluate
the ^ati++++=the
effectiveness ^nn++++=effectiveness
of ^in++++=of
passionflower ^nn+++??+=passionflower
in ^in++++=in
reducing ^xvbg+++xvbg+=reducing
anxiety ^nn++++=anxiety
during ^in++++=during
dental ^jj+atrb+++=dental
procedures ^nns++++=procedures.
. ^zz++++=EXTRAWORD
The ^ati++++=The
study ^nn++++=study
included ^vbd+++xvbn+=included
sixty ^cd++++=sixty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
patients ^nns++++=patients
classified ^vwbn+++xvbn+=classified
as ^ql++++=as
having ^jj+++xvbg+=having
moderate ^jj++++=moderate,
, ^zz++++=EXTRAWORD
high ^jj++++=high,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
severe ^jj+atrb+++=severe
anxiety ^nn++++=anxiety
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
American ^jj+atrb+++=American
Society ^nn++++=Society
of ^in++++=of
Anesthesiologists ^np+++??+=Anesthesiologists
( ^zz++++=(ASA)
asa ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
criteria ^nns++++=criteria,
, ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
whom ^whp+rel+pied++=whom
required ^vbd+++xvbn+=required
periodontal ^nn+++??+=periodontal
treatment ^nn++++=treatment.
. ^zz++++=EXTRAWORD
Participants ^nns++++=Participants
were ^vbd+bed+aux++=were
divided ^vpsv++agls+xvbnx+=divided
into ^in++++=into
three ^cd++++=three
groups ^nns++++=groups:
: ^zz++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
group ^nn++++=group
received ^vbd+++xvbn+=received
20 ^cd++++=20
drops ^nns++++=drops
of ^in++++=of
passionflower ^nn+++??+=passionflower
extract ^nn++++=extract
the ^ati++++=the
night ^nn++++=night
before ^in++++=before
and ^cc++++=and
20 ^cd++++=20
drops ^nns++++=drops
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
the ^ati++++=the
treatment ^nn++++=treatment
( ^zz++++=(at
at ^in++++=EXTRAWORD
least ^ql++++=least
90 ^cd++++=90
minutes ^nns++++=minutes
prior ^in+cmpx+++=prior
to ^in"++++=to
the ^ati++++=the
procedure ^nn++++=procedure);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
group ^nn++++=group
received ^vbd+++xvbn+=received
a ^at++++=a
placebo ^nn++++=placebo
administered ^vbd+++xvbn+=administered
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
manner ^nn++++=manner;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
third ^nn++++=third
group ^nn++++=group
received ^vbd+++xvbn+=received
no ^at++++=no
medication ^nn++++=medication.
. ^zz++++=EXTRAWORD
The ^ati++++=The
results ^nns++++=results
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
premedication ^nn+++??+=premedication
with ^in++++=with
passionflower ^nn+++??+=passionflower
was ^vbd+bedz+vrb++=was
significantly ^rb++++=significantly
effective ^jj+pred+++=effective
in ^in++++=in
reducing ^xvbg+++xvbg+=reducing
anxiety ^nn++++=anxiety
compared ^vbd+++xvbn+=compared
to ^in++++=to
the ^ati++++=the
placebo ^nn+++??+=placebo
and ^cc++++=and
no ^at++++=no-treatment
- ^zz++++=EXTRAWORD
treatment ^nn++++=EXTRAWORD
groups ^nns++++=groups
( ^zz++++=(Kaviani
kaviani ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
