A ^at++++=A
detailed ^jj+atrb+++=detailed
examination ^nn++++=examination
of ^in++++=of
U ^zz++++=U-Multirank
- ^zz++++=EXTRAWORD
multirank ^nn+++??+=EXTRAWORD
reveals ^vbz+vprv+++=reveals
that ^tht+vcmp+++=that
indicators ^nns++++=indicators
derived ^vbd+++xvbn+=derived
from ^in++++=from
external ^jj+atrb+++=external
sources ^nns++++=sources,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
publications ^nns++++=publications
and ^cc++++=and
citations ^nns+++??+=citations,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
available ^jj+pred+++=available
for ^in++++=for
all ^rb++++=all
educational ^jj+atrb+++=educational
institutions ^nns++++=institutions
and ^cc++++=and
exhibit ^vb++++=exhibit
a ^at++++=a
high ^jj+atrb+++=high
degree ^nn++++=degree
of ^in++++=of
reliability ^nn++++=reliability.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
information ^nn++++=information
such ^abl++++=such
as ^ql++++=as
graduates ^nns++++=graduates
place ^nn++++=place
of ^in++++=of
employment ^nn++++=employment
and ^cc++++=and
time ^nn++++=time
of ^in++++=of
graduation ^nn++++=graduation,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
collected ^vpsv++agls+xvbnx+=collected
through ^in++++=through
questionnaires ^nns++++=questionnaires
distributed ^vwbn+++xvbn+=distributed
by ^in++++=by
educational ^jj+atrb+++=educational
institutions ^nns++++=institutions
and ^cc++++=and
students ^nns++++=students,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
consistently ^rb++++=consistently
available ^jj++++=available
and ^cc++++=and
tends ^vbz++++=tends
to ^to+vcmp+++=to
have ^vbi++++=have
lower ^jjr+atrb+++=lower
accuracy ^nn++++=accuracy.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
certain ^jj+atrb+++=certain
data ^nns++++=data
are ^vb+ber+aux++=are
classified ^vpsv++agls+xvbnx+=classified
as ^ql++++=as
Not ^xnot++not++=Not
Applicable ^jj++++=Applicable,
, ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example,
, ^zz++++=EXTRAWORD
the ^ati++++=the
number ^nn++++=number
and ^cc++++=and
job ^nn++++=job
location ^nn++++=location
of ^in++++=of
graduates ^nns++++=graduates
from ^in++++=from
master ^npt++++=master
s ^zz++++=s
programs ^nns+++??+=programs
in ^in++++=in
institutions ^nns++++=institutions
that ^tht+rel+subj++=that
do ^vb+do+vrb++=do
not ^xnot++not++=not
offer ^nn++++=offer
such ^abl++++=such
programs ^nns++++=programs.
. ^zz++++=EXTRAWORD
