The ^ati++++=The
proposed ^jj+atrb++xvbn+=proposed
theory ^nn++++=theory
to ^to++++=to
explain ^vbi+vpub+++=explain
the ^ati++++=the
development ^nn++++=development
of ^in++++=of
neurological ^nn+++??+=neurological
symptoms ^nns++++=symptoms
in ^in++++=in
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
infection ^nn++++=infection
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
viral ^nn+++??+=viral
activity ^nn++++=activity
leads ^nns++++=leads
to ^in++++=to
the ^ati++++=the
internalization ^nn+++??+=internalization
of ^in++++=of
angiotensin ^nn+++??+=angiotensin
Ii ^np+++??+=II
receptors ^nns+++??+=receptors
in ^in++++=in
the ^ati++++=the
nucleus ^nn++++=nucleus
of ^in++++=of
the ^ati++++=the
solitary ^jj+atrb+++=solitary
tract ^nn++++=tract,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
altered ^vpsv++agls+xvbn+=altered
baroreflex ^nn++++=baroreflex
responses ^nns++++=responses.
. ^zz++++=EXTRAWORD
