A ^at++++=A
total ^nn++++=total
of ^in++++=of
5,252 ^cd++++=5,252
households ^nns++++=households
were ^vbd+bed+aux++=were
approached ^vpsv++agls+xvbnx+=approached,
, ^zz++++=EXTRAWORD
with ^in++++=with
2,523 ^cd++++=2,523
( ^zz++++=(48.0%)
48.0 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
located ^vbd+++xvbn+=located
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
Mariana ^np+++??+=Mariana
and ^cc++++=and
2,713 ^cd++++=2,713
( ^zz++++=(52.0%)
52.0 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
Ouro ^np+++??+=Ouro
Preto ^np+++??+=Preto.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
1,912 ^cd++++=1,912
households ^nns++++=households
( ^zz++++=(36.4%)
36.4 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
closed ^vpsv++agls+xvbnx+=closed
at ^rb++++=at
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
contact ^nn++++=contact,
, ^zz++++=EXTRAWORD
1,079 ^cd++++=1,079
households ^nns++++=households
( ^zz++++=(20.5%)
20.5 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
declined ^vprf+++xvbn+=declined
to ^to+vcmp+++=to
participate ^vbi++++=participate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
267 ^cd++++=267
households ^nns++++=households
( ^zz++++=(5.1%)
5.1 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
the ^ati++++=the
selected ^jj+atrb++xvbn+=selected
residents ^nns++++=residents
were ^vbd+bed+vrb++=were
absent ^jj+pred+++=absent.
. ^zz++++=EXTRAWORD
Participation ^nn++++=Participation
was ^vbd+bedz+aux++=was
obtained ^vpsv++agls+xvbnx+=obtained
from ^in++++=from
1,762 ^cd++++=1,762
households ^nns++++=households
( ^zz++++=(33.5%),
33.5% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
including ^in++++=including
764 ^cd++++=764
( ^zz++++=(43.4%)
43.4 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
Mariana ^np+++??+=Mariana
and ^cc++++=and
998 ^cd++++=998
( ^zz++++=(56.6%)
56.6 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
ouro ^np++++=Ouro
preto ^np++++=Preto,
, ^zz++++=EXTRAWORD
as ^ql++++=as
detailed ^jj++++=detailed
in ^in++++=in
table ^nn++++=Table
2 ^zz++++=2.
. ^zz++++=EXTRAWORD
