A ^at++++=A
meta ^nn+++??+=meta-analysis
- ^zz++++=EXTRAWORD
analysis ^nn++++=EXTRAWORD
conducted ^vwbn+++xvbn+=conducted
by ^in++++=by
Pittler ^np+++??+=Pittler
and ^cc++++=and
Ernst ^np+++??+=Ernst
( ^zz++++=(2003),
2003 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
included ^vbd+++xvbn+=included
seven ^cd++++=seven
studies ^nns++++=studies
involving ^vwbg+++xvbg+=involving
patients ^nns++++=patients
with ^in++++=with
anxiety ^nn++++=anxiety
disorders ^nns++++=disorders,
, ^zz++++=EXTRAWORD
demonstrated ^j+++xvbn+=demonstrated
a ^at++++=a
significant ^jj+atrb+++=significant
reduction ^nn++++=reduction
in ^in++++=in
anxiety ^nn++++=anxiety
as ^in++++=as
measured ^nn++++=measured
by ^in++++=by
the ^ati++++=the
Hamilton ^np++++=Hamilton
Anxiety ^nn++++=Anxiety
Scale ^nn++++=Scale.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
a ^at++++=a
randomized ^nn+++??+=randomized,
, ^zz++++=EXTRAWORD
double ^jj++++=double-blind,
- ^zz++++=EXTRAWORD
blind ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
placebo ^nn+++??+=placebo-controlled
- ^zz++++=EXTRAWORD
controlled ^vbd+++xvbn+=EXTRAWORD
clinical ^jj+atrb+++=clinical
trial ^nn++++=trial
by ^in++++=by
Sarris ^np+++??+=Sarris
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2020)
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
evaluated ^vbd+++xvbn+=evaluated
the ^ati++++=the
efficacy ^nn++++=efficacy
of ^in++++=of
kava ^nn+++??+=kava-kava
- ^zz++++=EXTRAWORD
kava ^nn+++??+=EXTRAWORD
in ^in++++=in
171 ^cd++++=171
participants ^nns++++=participants
diagnosed ^vwbn+++xvbn+=diagnosed
with ^in++++=with
generalized ^jj+atrb+++=generalized
anxiety ^nn++++=anxiety
disorder ^nn++++=disorder,
, ^zz++++=EXTRAWORD
administering ^vbg+++xvbg+=administering
two ^cd++++=two
doses ^nns++++=doses
of ^in++++=of
120 ^cd++++=120
mg ^nnu++++=mg
daily ^jj++++=daily.
. ^zz++++=EXTRAWORD
The ^ati++++=The
findings ^nns++++=findings
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
this ^dt+dem+++=this
specific ^jj+atrb+++=specific
kava ^nn+++??+=kava-kava
- ^zz++++=EXTRAWORD
kava ^nn+++??+=EXTRAWORD
extract ^nn++++=extract
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
effective ^jj++++=effective
for ^in++++=for
the ^ati++++=the
treatment ^nn++++=treatment
of ^in++++=of
generalized ^jj+atrb+++=generalized
anxiety ^nn++++=anxiety
disorder ^nn++++=disorder.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
evidence ^nn++++=evidence
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
kava ^nn+++??+=kava-kava
- ^zz++++=EXTRAWORD
kava ^nn+++??+=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+vrb++=be
a ^at++++=a
viable ^jj+atrb+++=viable
anxiolytic ^nn+++??+=anxiolytic
option ^nn++++=option
for ^in++++=for
short ^jj++++=short-term
- ^zz++++=EXTRAWORD
term ^nn++++=EXTRAWORD
use ^nn++++=use
in ^in++++=in
cases ^nns++++=cases
of ^in++++=of
situational ^nn+++??+=situational
anxiety ^nn++++=anxiety,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
anxiety ^nn++++=anxiety
experienced ^vbd+++xvbn+=experienced
in ^in++++=in
dental ^jj+atrb+++=dental
settings ^nns++++=settings,
, ^zz++++=EXTRAWORD
due ^jj++++=due
to ^to+jcmp+++=to
its ^pp$+it+++=its
sedative ^nn++++=sedative
properties ^nns++++=properties.
. ^zz++++=EXTRAWORD
