A ^at++++=A
search ^nn++++=search
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
in ^in++++=in
five ^cd++++=five
databases ^nns+++??+=databases:
: ^zz++++=EXTRAWORD
Cochrane ^np+++??+=Cochrane
Library ^nn++++=Library,
, ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Central ^jj++++=Central
, ^zz++++=,
Sciencedirect ^np+++??+=ScienceDirect,
, ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus
Elsevier ^np+++??+=Elsevier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Web ^nn++++=Web
of ^in++++=of
Science ^nn++++=Science
Main ^jjb+atrb+++=Main
Collection ^nn++++=Collection.
. ^zz++++=EXTRAWORD
The ^ati++++=The
search ^nn++++=search
descriptors ^nns+++??+=descriptors
are ^vb+ber+aux++=are
presented ^vpsv++agls+xvbnx+=presented
in ^in++++=in
Table ^nn++++=Table
1 ^zz++++=1.
. ^zz++++=EXTRAWORD
All ^abn++++=All
titles ^nns++++=titles
and ^cc++++=and
abstracts ^vbz+++??+=abstracts
identified ^vbd+++xvbn+=identified
through ^in++++=through
the ^ati++++=the
electronic ^jj+atrb+++=electronic
search ^nn++++=search
were ^vbd+bed+vrb++=were
independently ^rb++++=independently
and ^cc+phrs+++=and
blindly ^rb++++=blindly
screened ^vpsv++by+xvbn+=screened
by ^in++++=by
two ^cd++++=two
researchers ^nns+++??+=researchers
( ^zz++++=(JS,
js ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Vbl ^np+++??+=VBL)
) ^zz++++=EXTRAWORD
between ^in++++=between
January ^nr++++=January
and ^cc++++=and
February ^nr++++=February
2021 ^cd++++=2021.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
researchers ^nns+++??+=researchers
are ^vb+ber+aux++=are
affiliated ^vpsv++agls+xvbnx+=affiliated
with ^in++++=with
the ^ati++++=the
Laborat ^np+++??+=Laborat
rio ^nn+++??+=rio
de ^&fw++++=de
Pesquisa ^np+++??+=Pesquisa
em ^nn+++??+=em
Lazer ^np+++??+=Lazer
e ^zz++++=e
Atividade ^np+++??+=Atividade
F ^zz++++=F
sica ^nn+++??+=sica
Laplaf ^np+++??+=LAPLAF/CNPq
( ^zz++++=(Leisure
leisure ^nn++++=EXTRAWORD
and ^cc++++=and
Physical ^jj+atrb+++=Physical
Activity ^nn++++=Activity
Research ^nn++++=Research
Laboratory ^nn++++=Laboratory)
) ^zz++++=EXTRAWORD
in ^in++++=in
Brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
Rayyan ^np+++??+=Rayyan
software ^nn+++??+=software
( ^zz++++=(Intelligent
intelligent ^jj+atrb+++=EXTRAWORD
Systematic ^jj+atrb+++=Systematic
Review ^nn++++=Review)
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
utilized ^vpsv++agls+xvbnx+=utilized
to ^to++++=to
facilitate ^vbi++++=facilitate
the ^ati++++=the
selection ^nn++++=selection
process ^nn++++=process.
. ^zz++++=EXTRAWORD
Any ^dti++++=Any
discrepancies ^nns++++=discrepancies
between ^in++++=between
the ^ati++++=the
reviewers ^nns++++=reviewers
were ^vbd+bed+aux++=were
resolved ^vpsv++by+xvbnx+=resolved
by ^in++++=by
a ^at++++=a
third ^nn++++=third
researcher ^nn++++=researcher
( ^zz++++=(ACAG).
acag ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
reference ^nn++++=reference
lists ^nns++++=lists
of ^in++++=of
all ^rb++++=all
relevant ^jj+atrb+++=relevant
articles ^nns++++=articles
were ^vbd+bed+aux++=were
examined ^vbd+++xvbn+=examined
to ^in++++=to
identify ^vb++++=identify
further ^jjb+atrb+++=further
eligible ^jj+atrb+++=eligible
studies ^nns++++=studies.
. ^zz++++=EXTRAWORD
