The ^ati++++=The
rationale ^nn++++=rationale
for ^in++++=for
recent ^jj+atrb+++=recent
appointments ^nns++++=appointments
has ^vbz+hvz+aux++=has
remained ^vprf+++xvbnx+=remained
largely ^rb++++=largely
political ^jj++++=political
rather ^rb++++=rather
than ^in++++=than
technical ^jj++++=technical,
, ^zz++++=EXTRAWORD
contrary ^in+cmpx+++=contrary
to ^in"++++=to
the ^ati++++=the
President ^npt++++=President
s ^zz++++=s
assertions ^nns++++=assertions
of ^in++++=of
ushering ^nn+++??+=ushering
in ^in++++=in
a ^at++++=a
new ^jj+atrb+++=new
era ^nn++++=era
in ^in++++=in
the ^ati++++=the
federal ^jj+atrb+++=federal
government ^nn++++=government.
. ^zz++++=EXTRAWORD
