A ^at++++=A
comparison ^nn++++=comparison
of ^in++++=of
Tables ^nns++++=Tables
4 ^zz++++=4
and ^cc++++=and
5 ^zz++++=5
indicates ^vbz+vpub+++=indicates
that ^tht+vcmp+++=that
participants ^nns++++=participants
responses ^nns++++=responses
were ^vbd+bed+aux++=were
influenced ^vpsv++by+xvbnx+=influenced
by ^in++++=by
the ^ati++++=the
verb ^nn++++=verb
combinations ^nns++++=combinations
in ^in++++=in
the ^ati++++=the
biased ^jj+atrb++xvbn+=biased
sentences ^nns++++=sentences,
, ^zz++++=EXTRAWORD
with ^in++++=with
this ^dt+dem+++=this
effect ^nn++++=effect
being ^vwbg+beg++xvbg+=being
particularly ^rb++++=particularly
pronounced ^jj+++xvbn+=pronounced
among ^in++++=among
native ^jj+atrb+++=native
speakers ^nns++++=speakers.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
semantic ^jj+atrb+++=semantic
preference ^nn++++=preference
aligned ^vwbn+++xvbn+=aligned
with ^in++++=with
the ^ati++++=the
Pas ^&fw++++=PAS,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proportion ^nn++++=proportion
of ^in++++=of
corresponding ^xvbg+++xvbg+=corresponding
responses ^nns++++=responses
increased ^vbd+++xvbn+=increased,
, ^zz++++=EXTRAWORD
except ^in++++=except
among ^in++++=among
intermediate ^jj+atrb+++=intermediate
learners ^nns++++=learners,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
preference ^nn++++=preference
for ^in++++=for
zero ^cd++++=zero
anaphora ^nn+++??+=anaphora
decreased ^vbd+++xvbn+=decreased,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
the ^ati++++=the
subject ^nn++++=subject
of ^in++++=of
the ^ati++++=the
main ^jjb+atrb+++=main
clause ^nn++++=clause
remained ^vbd+++xvbn+=remained
the ^ati++++=the
most ^ql+emph+++=most
frequent ^jj+atrb+++=frequent
choice ^nn++++=choice.
. ^zz++++=EXTRAWORD
In ^in++++=In
cases ^nns++++=cases
where ^wrb+who+++=where
the ^ati++++=the
