Data ^nns++++=Data
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
from ^in++++=from
Portuguese ^nn++++=Portuguese
and ^cc++++=and
Brazilian ^jj+atrb+++=Brazilian
participants ^nns++++=participants
who ^whp+rel+subj++=who
are ^vb+ber+aux++=are
studying ^vbg+++xvbgx+=studying
English ^jj++++=English
or ^cc+phrs+++=or
Spanish ^jj++++=Spanish
at ^rb++++=at
universities ^nns++++=universities
in ^in++++=in
Brazil ^np++++=Brazil
or ^cc++++=or
Portugal ^np++++=Portugal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
data ^nns++++=data
were ^vbd+bed+aux++=were
compared ^vpsv++agls+xvbnx+=compared
to ^in++++=to
those ^dt+dem+++=those
obtained ^jj+++xvbn+=obtained
from ^in++++=from
native ^jj+atrb+++=native
speakers ^nns++++=speakers
of ^in++++=of
the ^ati++++=the
respective ^jj+atrb+++=respective
languages ^nns++++=languages.
. ^zz++++=EXTRAWORD
All ^abn++++=All
participants ^nns++++=participants
voluntarily ^rb++++=voluntarily
completed ^vbd+++xvbn+=completed
an ^at++++=an
online ^nn+++??+=online
questionnaire ^nn++++=questionnaire
designed ^vbd+++xvbn+=designed
to ^to+vcmp+++=to
assess ^vbi++++=assess
their ^pp$+pp3+++=their
proficiency ^nn++++=proficiency
in ^in++++=in
the ^ati++++=the
second ^od++++=second
language ^nn++++=language
( ^zz++++=(L2)
l2 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
to ^to++++=to
evaluate ^vbi++++=evaluate
their ^pp$+pp3+++=their
ability ^nn++++=ability
to ^to+ncmp+++=to
identify ^vbi++++=identify
the ^ati++++=the
subject ^nn++++=subject
in ^in++++=in
ambiguous ^jj+atrb+++=ambiguous
sentences ^nns++++=sentences
presented ^vwbn+++xvbn+=presented
in ^in++++=in
both ^abx++++=both
their ^pp$+pp3+++=their
first ^od++++=first
language ^nn++++=language
( ^zz++++=(L1)
l1 ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
l2 ^np++++=L2.
. ^zz++++=EXTRAWORD
