The ^ati++++=The
cluster ^nn++++=cluster
analysis ^nn++++=analysis
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
the ^ati++++=the
sampling ^nn++++=sampling
sites ^nns++++=sites
exhibited ^vbd+++xvbn+=exhibited
similarities ^nns++++=similarities
of ^in++++=of
50 ^cd++++=50%
% ^zz++++=EXTRAWORD
or ^cc++++=or
greater ^jjr++++=greater
based ^jj+++xvbn+=based
on ^in++++=on
the ^ati++++=the
taxonomic ^nn+++??+=taxonomic
composition ^nn++++=composition
of ^in++++=of
their ^pp$+pp3+++=their
respective ^jj+atrb+++=respective
replicates ^nns+++??+=replicates
( ^zz++++=(Figure
figure ^nn++++=EXTRAWORD
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
primary ^jj+atrb+++=primary
groups ^nns++++=groups
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified:
: ^zz++++=EXTRAWORD
the ^ati++++=the
first ^od++++=first
comprised ^vwbn+++xvbn+=comprised
all ^abn++++=all
replicates ^nns+++??+=replicates
from ^in++++=from
P2 ^np+++??+=P2
and ^cc++++=and
two ^cd++++=two
replicates ^nns+++??+=replicates
from ^in++++=from
P3 ^np+++??+=P3
( ^zz++++=(P3A
p3a ^nn+++??+=EXTRAWORD
and ^cc++++=and
P3b ^np+++??+=P3B),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
further ^jjb+atrb+++=further
subdivision ^nn+++??+=subdivision
by ^in++++=by
sampling ^nn++++=sampling
site ^nn++++=site;
; ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
group ^nn++++=group
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
replicates ^nns+++??+=replicates
from ^in++++=from
P1 ^np+++??+=P1
and ^cc++++=and
P3c ^np+++??+=P3C.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
results ^nns++++=results
suggest ^vb+vpub+++=suggest
a ^at++++=a
higher ^jjr+atrb+++=higher
degree ^nn++++=degree
of ^in++++=of
similarity ^nn++++=similarity
between ^in++++=between
the ^ati++++=the
assemblages ^nns+++??+=assemblages
from ^in++++=from
P1 ^np+++??+=P1
and ^cc++++=and
P3 ^np+++??+=P3.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cluster ^nn++++=cluster
analysis ^nn++++=analysis
based ^vwbn+++xvbn+=based
on ^in++++=on
species ^nns++++=species
did ^vbd+dod+aux++=did
not ^xnot++not++=not
reveal ^vb+vprv+++=reveal
distinct ^jj+atrb+++=distinct
groupings ^nns++++=groupings,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
be ^vb+be+aux++=be
attributed ^vpsv++agls+xvbnx+=attributed
to ^in++++=to
the ^ati++++=the
high ^jj+atrb+++=high
incidence ^nn++++=incidence
of ^in++++=of
double ^jj++++=double-zeros,
- ^zz++++=EXTRAWORD
zeros ^cds++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
most ^ql+emph+++=most
taxa ^vb+++??+=taxa
were ^vbd+bed+aux++=were
present ^vb++++=present
in ^in++++=in
only ^rb+down+++=only
a ^at++++=a
few ^ap++++=few
replicates ^nns+++??+=replicates,
, ^zz++++=EXTRAWORD
with ^in+cmpx+++=with
the ^in"++++=the
exception ^in"++++=exception
of ^in"++++=of
Diptera ^np+++??+=Diptera
with ^in++++=with
head ^jjb++++=head
i ^pp1a+pp1+++=I
and ^cc++++=and
ii ^np++++=II,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
diptera ^np++++=Diptera
without ^in++++=without
head ^nn++++=head.
. ^zz++++=EXTRAWORD
