A ^at++++=A
total ^nn++++=total
of ^in++++=of
806 ^cd++++=806
articles ^nns++++=articles
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
removing ^xvbg+++xvbg+=removing
duplicates ^nns++++=duplicates
and ^cc++++=and
excluding ^jj+atrb++xvbg+=excluding
studies ^nns++++=studies
that ^tht+rel+subj++=that
did ^vbd+dod+aux++=did
not ^xnot++not++=not
meet ^vb++++=meet
the ^ati++++=the
inclusion ^nn++++=inclusion
criteria ^nns++++=criteria,
, ^zz++++=EXTRAWORD
17 ^cd++++=17
articles ^nns++++=articles
were ^vbd+bed+aux++=were
included ^vpsv++agls+xvbnx+=included
in ^in++++=in
the ^ati++++=the
review ^nn++++=review.
. ^zz++++=EXTRAWORD
The ^ati++++=The
methodological ^jj+atrb+++=methodological
quality ^nn++++=quality
of ^in++++=of
these ^dt+dem+++=these
studies ^nns++++=studies
was ^vbd+bedz+aux++=was
assessed ^vpsv++agls+xvbnx+=assessed
using ^vbg+++xvbg+=using
the ^ati++++=the
Cochrane ^np+++??+=Cochrane
Risk ^nn++++=Risk-of-Bias
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bias ^nn++++=EXTRAWORD
tool ^nn++++=tool,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
were ^vbd+bed+aux++=were
classified ^vpsv++agls+xvbnx+=classified
as ^ql++++=as
having ^jj+++xvbg+=having
a ^at++++=a
low ^jj+atrb+++=low
risk ^nn++++=risk
of ^in++++=of
bias ^nn++++=bias,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
methodological ^jj+atrb+++=methodological
rigor ^nn++++=rigor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
interventions ^nns++++=interventions
examined ^vwbn+++xvbn+=examined
included ^vprf+++xvbn+=included
aerobic ^nn+++??+=aerobic
exercise ^nn++++=exercise,
, ^zz++++=EXTRAWORD
endurance ^nn++++=endurance
training ^nn++++=training,
, ^zz++++=EXTRAWORD
dance ^nn++++=dance,
, ^zz++++=EXTRAWORD
Pilates ^np+++??+=Pilates,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
exercises ^vbz++++=exercises
guided ^vpsv++by+xvbn+=guided
by ^in++++=by
applications ^nns++++=applications
and ^cc++++=and
internet ^nn+++??+=internet-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
software ^nn+++??+=software.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
interventions ^nns++++=interventions
involved ^vbd+++xvbn+=involved
moderate ^jj++++=moderate-intensity
- ^zz++++=EXTRAWORD
intensity ^nn++++=EXTRAWORD
exercise ^vb++++=exercise
performed ^vbd+++xvbn+=performed
three ^cd++++=three
times ^nns++++=times
per ^nnu++++=per
week ^nn++++=week
for ^in++++=for
30 ^cd++++=30
minutes ^nns++++=minutes
per ^in++++=per
session ^nn++++=session.
. ^zz++++=EXTRAWORD
The ^ati++++=The
majority ^nn++++=majority
of ^in++++=of
participants ^nns++++=participants
were ^vbd+bed+vrb++=were
women ^nns++++=women
in ^in++++=in
stages ^nns++++=stages
0 ^zz++++=0
to ^in++++=to
Iii ^np+++??+=III
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease.
. ^zz++++=EXTRAWORD
The ^ati++++=The
study ^nn++++=study
protocols ^nns++++=protocols
reported ^vbd+vpub++xvbn+=reported
improvements ^nns++++=improvements
in ^in++++=in
physical ^jj+atrb+++=physical
outcomes ^nns+++??+=outcomes
( ^zz++++=(including
including ^in++++=EXTRAWORD
physical ^jj+atrb+++=physical
fitness ^nn++++=fitness,
, ^zz++++=EXTRAWORD
physical ^jj+atrb+++=physical
activity ^nn++++=activity
level ^nn++++=level,
, ^zz++++=EXTRAWORD
cognitive ^nn+++??+=cognitive
function ^nn++++=function,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
body ^nn++++=body
composition ^nn++++=composition)
) ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^ql++++=as
psychological ^jj+atrb+++=psychological
outcomes ^nns+++??+=outcomes
( ^zz++++=(including
including ^in++++=EXTRAWORD
quality ^nn++++=quality
of ^in++++=of
life ^nn++++=life,
, ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
depression ^nn++++=depression,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
anxiety ^nn++++=anxiety),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
supporting ^vbg+++xvbg+=supporting
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
physical ^jj+atrb+++=physical
activity ^nn++++=activity
interventions ^nns++++=interventions
in ^in++++=in
this ^dt+dem+++=this
population ^nn++++=population.
. ^zz++++=EXTRAWORD
