A ^at++++=A
total ^nn++++=total
of ^in++++=of
94 ^cd++++=94
individuals ^nns++++=individuals
( ^zz++++=(57.3%)
57.3 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
cohort ^nn++++=cohort
were ^vbd+bed+vrb++=were
unvaccinated ^nn+++??+=unvaccinated.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
28 ^cd++++=28
( ^zz++++=(29.8%)
29.8 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
previously ^rb+tm+splt++=previously
contracted ^vprf+++xvbnx+=contracted
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
within ^in++++=within
the ^ati++++=the
year ^nn++++=year
prior ^in+cmpx+++=prior
to ^in"++++=to
the ^ati++++=the
event ^nn++++=event
and ^cc++++=and
had ^vb+hv+aux++=had
fully ^rb+amp+splt++=fully
recovered ^vprf+++xvbnx+=recovered
before ^in++++=before
attending ^xvbg+++xvbg+=attending;
; ^zz++++=EXTRAWORD
none ^pn++++=none
of ^in++++=of
these ^dt+dem+++=these
individuals ^nns++++=individuals
experienced ^vbd+++xvbn+=experienced
reinfection ^nn+++??+=reinfection
as ^ql++++=as
a ^at++++=a
result ^nn++++=result
of ^in++++=of
the ^ati++++=the
event ^nn++++=event.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
83.7 ^cd++++=83.7%
% ^zz++++=EXTRAWORD
of ^in++++=of
participants ^nns++++=participants
reported ^vbd+vpub++xvbn+=reported
not ^xnot++not++=not
using ^vbg+++xvbg+=using
a ^at++++=a
face ^nn++++=face
mask ^nn++++=mask
during ^in++++=during
the ^ati++++=the
event ^nn++++=event.
. ^zz++++=EXTRAWORD
Following ^jj+++xvbg+=Following
the ^ati++++=the
event ^nn++++=event,
, ^zz++++=EXTRAWORD
33 ^cd++++=33
unvaccinated ^nn+++??+=unvaccinated
adolescents ^nns++++=adolescents
( ^zz++++=(35.1%)
35.1 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
tested ^xvbn+++xvbn+=tested
positive ^jj++++=positive
for ^in++++=for
Covid ^np+++??+=COVID-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
cases ^nns++++=cases
in ^in++++=in
this ^dt+dem+++=this
group ^nn++++=group
were ^vbd+bed+vrb++=were
symptomatic ^jj+pred+++=symptomatic.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
frequently ^rb++++=frequently
reported ^vbn+vpub+tht0+xvbn+=reported
symptoms ^nns++++=symptoms
included ^vbd+++xvbn+=included
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
anosmia ^nn+++??+=anosmia,
, ^zz++++=EXTRAWORD
general ^jj+atrb+++=general
discomfort ^nn++++=discomfort,
, ^zz++++=EXTRAWORD
rhinorrhea ^nn+++??+=rhinorrhea,
, ^zz++++=EXTRAWORD
cough ^nn++++=cough,
, ^zz++++=EXTRAWORD
low ^jj++++=low-grade
- ^zz++++=EXTRAWORD
grade ^nn++++=EXTRAWORD
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ageusia ^nn++++=ageusia.
. ^zz++++=EXTRAWORD
