The ^ati++++=The
Humanist ^nn++++=Humanist
Association ^nn++++=Association
of ^in++++=of
Ireland ^np++++=Ireland
( ^zz++++=(HAI)
hai ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
advocates ^nns++++=advocates
for ^in++++=for
a ^at++++=a
model ^nn++++=model
of ^in++++=of
Religious ^jj+atrb+++=Religious
Education ^nn++++=Education
( ^zz++++=(RE)
re ^in++++=EXTRAWORD
) ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
emphasizes ^vbz+vpub+++=emphasizes
the ^ati++++=the
objective ^jj+atrb+++=objective
delivery ^nn++++=delivery
of ^in++++=of
Re ^in++++=RE
content ^nn++++=content,
, ^zz++++=EXTRAWORD
irrespective ^in++++=irrespective
of ^in++++=of
the ^ati++++=the
religious ^jj+atrb+++=religious
composition ^nn++++=composition
of ^in++++=of
the ^ati++++=the
school ^nn++++=school.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
approach ^nn++++=approach
is ^vbz+bez+aux++=is
intended ^vpsv++agls+xvbnx+=intended
to ^to+vcmp+++=to
promote ^vbi++++=promote
educational ^jj+atrb+++=educational
neutrality ^nn++++=neutrality.
. ^zz++++=EXTRAWORD
As ^in++++=As
stated ^nn++++=stated
in ^in++++=in
their ^pp$+pp3+++=their
2011 ^cd++++=2011
submission ^nn++++=submission
to ^in++++=to
the ^ati++++=the
irish ^jj+atrb+++=Irish
human ^jj+atrb+++=Human
rights ^nns++++=Rights
commission ^nn++++=Commission
for ^in++++=for
education ^nn++++=Education
and ^cc++++=and
religion ^nn++++=Religion:
: ^zz++++=EXTRAWORD
