Although ^cs+con+++=Although
the ^ati++++=the
research ^nn++++=research
makes ^vbz++++=makes
a ^at++++=a
legitimate ^jj+atrb+++=legitimate
effort ^nn++++=effort
to ^to+ncmp+++=to
introduce ^vbi++++=introduce
pluralism ^nn+++??+=pluralism
into ^in++++=into
the ^ati++++=the
curriculum ^nn++++=curriculum,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
primarily ^rb+down+++=primarily
adopts ^vbz+++??+=adopts
a ^at++++=a
constructivist ^nn+++??+=constructivist
perspective ^nn++++=perspective
to ^to++++=to
emphasize ^vbi++++=emphasize
the ^ati++++=the
fluidity ^nn++++=fluidity
of ^in++++=of
national ^jj+atrb+++=national
identities ^nns+++??+=identities
and ^cc++++=and
to ^in++++=to
critique ^nn++++=critique
educational ^jj+atrb+++=educational
policies ^nns++++=policies
that ^tht+rel+subj++=that
seek ^vb++++=seek
to ^in+vcmp+++=to
instill ^jj+++??+=instill
specific ^jj++++=specific,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
contentious ^jj+atrb+++=contentious,
, ^zz++++=EXTRAWORD
political ^jj+atrb+++=political
values ^nns++++=values.
. ^zz++++=EXTRAWORD
The ^ati++++=The
report ^nn++++=report
provides ^vbz+vsua+++=provides
a ^at++++=a
compelling ^jj+atrb++xvbg+=compelling
argument ^nn++++=argument
for ^in++++=for
revising ^xvbg+++xvbg+=revising
the ^ati++++=the
History ^nn++++=History
Curriculum ^nn++++=Curriculum
to ^in++++=to
better ^jjr++++=better
reflect ^vb+vprv+++=reflect
the ^ati++++=the
contributions ^nns++++=contributions
of ^in++++=of
minority ^nn++++=minority
groups ^nns++++=groups
to ^in++++=to
national ^jj+atrb+++=national
development ^nn++++=development;
; ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example,
, ^zz++++=EXTRAWORD
the ^ati++++=the
authors ^nns++++=authors
reference ^nn++++=reference
Peter ^np++++=Peter
Fryer ^np++++=Fryer
to ^to++++=to
demonstrate ^vbi+vprv+++=demonstrate
that ^tht+vcmp+++=that
the ^ati++++=the
significant ^jj+atrb+++=significant
roles ^nns++++=roles
played ^vwbn+++xvbn+=played
by ^in++++=by
Asian ^nn++++=Asian,
, ^zz++++=EXTRAWORD
Black ^jj++++=Black
African ^jj++++=African,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Caribbean ^np+++??+=Caribbean
individuals ^nns++++=individuals
in ^in++++=in
both ^abx++++=both
world ^nn++++=world
wars ^nns++++=wars
are ^vb+ber+aux++=are
frequently ^rb++splt++=frequently
omitted ^vpsv++agls+xvbnx+=omitted
from ^in++++=from
contemporary ^jj+atrb+++=contemporary
narratives ^nns++++=narratives
( ^zz++++=(Maylor
maylor ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
55 ^cd++++=55).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
report ^nn++++=report
does ^vbz+doz+aux++=does
not ^xnot++not++=not
propose ^vb++++=propose
a ^at++++=a
clear ^jj+atrb+++=clear
deliberative ^nn+++??+=deliberative
framework ^nn++++=framework
for ^in++++=for
moral ^jj++++=moral
