A ^at++++=A
multidimensional ^nn+++??+=multidimensional
evaluation ^nn++++=evaluation
in ^in++++=in
academic ^jj+atrb+++=academic
institutions ^nns++++=institutions,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
currently ^rb++++=currently
implemented ^vpsv++by+xvbn+=implemented
by ^in++++=by
Capes ^np+++??+=CAPES,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
novel ^nn++++=novel
concept ^nn++++=concept.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
approach ^nn++++=approach
was ^vbd+bedz+aux++=was
first ^od++++=first
introduced ^vbd+++xvbn+=introduced
in ^in++++=in
Europe ^np++++=Europe
in ^in++++=in
2008 ^cd++++=2008,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
multidimensional ^nn+++??+=multidimensional
ranking ^vwbg+++xvbg+=ranking
system ^nn++++=system
was ^vbd+bedz+aux++=was
proposed ^vpsv++agls+xvbnx+=proposed
( ^zz++++=(VAN
van ^&fw++++=EXTRAWORD
Vught ^np+++??+=VUGHT
and ^cc++++=and
Ziegele ^np+++??+=ZIEGELE,
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
selection ^nn++++=selection
of ^in++++=of
appropriate ^jj+atrb+++=appropriate
dimensions ^nns++++=dimensions
and ^cc++++=and
indicators ^nns++++=indicators
is ^vbz+bez+vrb++=is
a ^at++++=a
critical ^jj+atrb+++=critical
aspect ^nn++++=aspect
of ^in++++=of
this ^dt+dem+++=this
evaluation ^nn++++=evaluation
process ^nn++++=process,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+vrb++=is
the ^ati++++=the
preliminary ^jj+atrb+++=preliminary
assessment ^nn++++=assessment
of ^in++++=of
the ^ati++++=the
degree ^nn++++=degree
of ^in++++=of
independence ^nn++++=independence
among ^in++++=among
these ^dt+dem+++=these
dimensions ^nns++++=dimensions
and ^cc++++=and
indicators ^nns++++=indicators.
. ^zz++++=EXTRAWORD
The ^ati++++=The
present ^jj+atrb+++=present
evaluation ^nn++++=evaluation
conducted ^vwbn+++xvbn+=conducted
by ^in++++=by
Capes ^np+++??+=CAPES
primarily ^rb+down+++=primarily
emphasizes ^vbz+vpub+++=emphasizes
the ^ati++++=the
" ^zz++++="Research"
research ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
dimension ^nn++++=dimension
of ^in++++=of
the ^ati++++=the
" ^zz++++="U-Multirank"
u ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
multirank ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
framework ^nn++++=framework.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
analyzing ^nn+++??+=analyzing
the ^ati++++=the
correlations ^nns++++=correlations
between ^in++++=between
this ^dt+dem+++=this
dimension ^nn++++=dimension
and ^cc++++=and
other ^ap++++=other
dimensions ^nns++++=dimensions
is ^vbz+bez+vrb++=is
relevant ^jj+pred+++=relevant
for ^in++++=for
providing ^xvbg+++xvbg+=providing
an ^at++++=an
initial ^jj+atrb+++=initial
estimate ^nn++++=estimate
of ^in++++=of
potential ^jj+atrb+++=potential
outcomes ^nns+++??+=outcomes
in ^in++++=in
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
a ^at++++=a
multidimensional ^nn++++=multidimensional
evaluation ^nn++++=evaluation
in ^in++++=in
brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
