Although ^cs+con+++=Although
the ^ati++++=the
exponential ^jj+atrb+++=exponential
increase ^nn++++=increase
in ^in++++=in
mortality ^nn++++=mortality
rates ^nns++++=rates
with ^in++++=with
age ^nn++++=age
is ^vbz+bez+aux++=is
observed ^vpsv++agls+xvbnx+=observed
across ^in+pl+++=across
all ^abn++++=all
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
relationship ^nn++++=relationship
is ^vbz+bez+vrb++=is
less ^ql++++=less
pronounced ^jj+++xvbn+=pronounced
in ^in++++=in
developing ^xvbg+++xvbg+=developing
countries ^nns++++=countries
compared ^vbd+++xvbn+=compared
to ^to++++=to
developed ^vbi++++=developed
countries ^nns++++=countries
in ^in++++=in
Europe ^np++++=Europe
and ^cc++++=and
North ^np+pl+++=North
America ^np++++=America.
. ^zz++++=EXTRAWORD
In ^in++++=In
developed ^xvbn+++xvbn+=developed
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
mortality ^nn++++=mortality
among ^in++++=among
individuals ^nns++++=individuals
aged ^jj++++=aged
80 ^cd++++=80
years ^nns++++=years
or ^cc++++=or
older ^jjr++++=older
is ^vbz+bez+vrb++=is
5,000 ^cd++++=5,000
to ^to++++=to
10,000 ^cd++++=10,000
times ^nns++++=times
higher ^jjr++++=higher
than ^cs+sub+++=than
among ^in++++=among
those ^dt+dem+++=those
under ^in++++=under
20 ^cd++++=20
years ^nns++++=years
of ^in++++=of
age ^nn++++=age.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
finding ^nvbg+++xvbg+=finding
is ^vbz+bez+vrb++=is
consistent ^jj+pred+++=consistent
with ^in++++=with
the ^ati++++=the
conclusions ^nns++++=conclusions
of ^in++++=of
Cohen ^np++++=Cohen
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2021),
2021 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
analyzed ^vb+++??+=analyzed
the ^ati++++=the
distribution ^nn++++=distribution
of ^in++++=of
deaths ^nns++++=deaths
in ^in++++=in
Western ^jj+atrb+++=Western
Europe ^np++++=Europe
as ^ql++++=as
early ^jj++++=early
as ^ql++++=as
April ^nr++++=April
2020 ^cd++++=2020.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
difference ^nn++++=difference
in ^in++++=in
mortality ^nn++++=mortality
rates ^nns++++=rates
between ^in++++=between
these ^dt+dem+++=these
age ^nn++++=age
groups ^nns++++=groups
is ^vbz+bez+vrb++=is
smaller ^jjr+pred+++=smaller
in ^in++++=in
Latin ^jj+atrb+++=Latin
American ^jj+atrb+++=American
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
reaching ^vbg+++xvbg+=reaching
approximately ^rb+down+++=approximately
500 ^cd++++=500
times ^nns++++=times
in ^in++++=in
Peru ^np++++=Peru
and ^cc++++=and
