A ^at++++=A
study ^nn++++=study
assessed ^vwbn+++xvbn+=assessed
the ^ati++++=the
efficacy ^nn++++=efficacy
of ^in++++=of
Valerian ^np+++??+=Valerian
in ^in++++=in
managing ^xvbg+++xvbg+=managing
anxiety ^nn++++=anxiety
among ^in++++=among
patients ^nns++++=patients
undergoing ^vwbg+++xvbg+=undergoing
bilateral ^jj+atrb++??+=bilateral
extraction ^nn++++=extraction
of ^in++++=of
impacted ^nn+++??+=impacted
third ^od++++=third
molars ^nns++++=molars.
. ^zz++++=EXTRAWORD
Participants ^nns++++=Participants
received ^vbd+++xvbn+=received
either ^dtx++++=either
100 ^cd++++=100
mg ^nnu++++=mg
of ^in++++=of
Valerian ^np+++??+=Valerian
or ^cc++++=or
a ^at++++=a
placebo ^nn+++??+=placebo
orally ^rb+cnj+++=orally,
, ^zz++++=EXTRAWORD
administered ^j+++xvbn+=administered
as ^ql++++=as
a ^at++++=a
single ^jj+atrb+++=single
dose ^nn++++=dose
one ^cd1++++=one
hour ^nn++++=hour
before ^in++++=before
the ^ati++++=the
surgical ^jj+atrb+++=surgical
procedure ^nn++++=procedure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
results ^nns++++=results
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
Valerian ^np+++??+=Valerian
exhibited ^vbd+++xvbn+=exhibited
an ^at++++=an
anxiolytic ^nn+++??+=anxiolytic
effect ^nn++++=effect
and ^cc++++=and
may ^md+pos+++=may
be ^vb+be+vrb++=be
suitable ^jj+pred+++=suitable
for ^in++++=for
conscious ^jj+atrb+++=conscious
sedation ^nn+++??+=sedation
in ^in++++=in
adult ^jj+atrb+++=adult
patients ^nns++++=patients
undergoing ^vwbg+++xvbg+=undergoing
extraction ^nn++++=extraction
of ^in++++=of
impacted ^nn+++??+=impacted
mandibular ^jj+atrb+++=mandibular
third ^nn++++=third
molars ^nns++++=molars.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
study ^nn++++=study
found ^vbd+vprv++xvbn+=found
that ^tht+vcmp+++=that
Valerian ^np+++??+=Valerian
did ^vbd+dod+aux++=did
not ^xnot++not++=not
induce ^vb++++=induce
anterograde ^jj+atrb++??+=anterograde
amnesia ^nn++++=amnesia,
, ^zz++++=EXTRAWORD
as ^ql++++=as
patients ^nns++++=patients
were ^vbd+bed+vrb++=were
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
recall ^vb+vprv+++=recall
all ^abn++++=all
events ^nns++++=events
related ^vbd+++xvbn+=related
to ^in++++=to
the ^ati++++=the
surgical ^jj+atrb+++=surgical
procedure ^nn++++=procedure
( ^zz++++=(Pinheiro
pinheiro ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
