Several ^ap++++=Several
notable ^jj+atrb+++=notable
observations ^nns++++=observations
regarding ^in++++=regarding
the ^ati++++=the
correlations ^nns++++=correlations
among ^in++++=among
the ^ati++++=the
indicators ^nns++++=indicators
can ^md+pos+++=can
be ^vb+be+aux++=be
made ^vpsv++agls+xvbnx+=made.
. ^zz++++=EXTRAWORD
The ^ati++++=The
indicator ^nn++++=indicator
" ^zz++++="External
external ^jj+atrb+++=EXTRAWORD
Research ^nn++++=Research
Income ^nn++++=Income"
" ^zz++++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
exhibit ^vb++++=exhibit
a ^at++++=a
strong ^jj++++=strong
or ^cc++++=or
very ^ql+amp+++=very
strong ^jj+atrb+++=strong
correlation ^nn++++=correlation
with ^in++++=with
any ^dti++++=any
other ^ap++++=other
indicator ^nn++++=indicator,
, ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
that ^tht+vcmp+++=that
external ^jj+atrb+++=external
research ^nn++++=research
funding ^nn+++??+=funding
is ^vbz+bez+aux++=is
generally ^rb+down+++=generally
not ^xnot++not++=not
associated ^vbd+++xvbn+=associated
with ^in++++=with
increased ^vbd+++xvbn+=increased
outputs ^nns+++??+=outputs
such ^abl++++=such
as ^ql++++=as
publications ^nns++++=publications,
, ^zz++++=EXTRAWORD
citations ^nns+++??+=citations,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
art ^nn++++=art-related
- ^zz++++=EXTRAWORD
related ^xvbn+++xvbn+=EXTRAWORD
products ^nns++++=products.
. ^zz++++=EXTRAWORD
Similarly ^rb+cnj+++=Similarly,
, ^zz++++=EXTRAWORD
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
" ^zz++++="Post-doctoral"
post ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
doctoral ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
positions ^nns++++=positions
does ^vbz+doz+aux++=does
not ^xnot++not++=not
demonstrate ^vb+vprv+++=demonstrate
a ^at++++=a
significant ^jj+atrb+++=significant
correlation ^nn++++=correlation
with ^in++++=with
these ^dt+dem+++=these
types ^nns++++=types
of ^in++++=of
academic ^jj+atrb+++=academic
or ^cc+phrs+++=or
creative ^jj+atrb+++=creative
outputs ^nns++++=outputs.
. ^zz++++=EXTRAWORD
