A ^at++++=A
search ^nn++++=search
of ^in++++=of
the ^ati++++=the
databases ^nns+++??+=databases
( ^zz++++=(PubMed
pubmed ^nn+++??+=EXTRAWORD
Central ^jj++++=Central
, ^zz++++=,
Cochrane ^np+++??+=Cochrane
Library ^nn++++=Library,
, ^zz++++=EXTRAWORD
Web ^nn++++=Web
of ^in++++=of
Science ^nn++++=Science
Core ^nn++++=Core
Collection ^nn++++=Collection,
, ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Sciencedirect ^np+++??+=ScienceDirect)
) ^zz++++=EXTRAWORD
indicated ^vprf+++xvbn+=indicated
that ^tht+vcmp+++=that
international ^jj+atrb+++=international
literature ^nn++++=literature
has ^vbz+hvz+aux++=has
addressed ^vprf+++xvbnx+=addressed
the ^ati++++=the
relationship ^nn++++=relationship
between ^in++++=between
physical ^jj+atrb+++=physical
activity ^nn++++=activity
and ^cc++++=and
chronic ^jj+atrb+++=chronic
diseases ^nns++++=diseases
since ^in++++=since
1983 ^cd+date+++=1983,
, ^zz++++=EXTRAWORD
beginning ^vbg+++xvbg+=beginning
with ^in++++=with
the ^ati++++=the
study ^nn++++=study
by ^in++++=by
Metzner ^np+++??+=Metzner
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
suggested ^vprf+++xvbn+=suggested
that ^tht+vcmp+++=that
engaging ^vbg+++xvbg+=engaging
in ^in++++=in
physical ^jj+atrb+++=physical
activity ^nn++++=activity
may ^md+pos+++=may
reduce ^vb++++=reduce
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
chronic ^jj+atrb+++=chronic
diseases ^nns++++=diseases.
. ^zz++++=EXTRAWORD
In ^in++++=In
terms ^nns++++=terms
of ^in++++=of
study ^nn++++=study
protocols ^nns++++=protocols,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
earliest ^nn++++=earliest
identified ^vwbn+++xvbn+=identified
was ^vbd+bedz+aux++=was
conducted ^vpsv++by+xvbnx+=conducted
by ^in++++=by
Sakheim ^np+++??+=Sakheim
in ^in++++=in
1955 ^cd+date+++=1955,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
focused ^vbd+++xvbn+=focused
on ^in++++=on
validating ^nn+++??+=validating
a ^at++++=a
research ^nn++++=research
protocol ^nn++++=protocol
in ^in++++=in
a ^at++++=a
psychiatric ^jj+atrb+++=psychiatric
hospital ^npl++++=hospital
setting ^vwbg+++xvbg+=setting.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
until ^in++++=until
1989 ^cd+date+++=1989,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
study ^nn++++=study
by ^in++++=by
Dickhuth ^np+++??+=Dickhuth
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
research ^nn++++=research
protocols ^nns++++=protocols
began ^vbd+++xvbn+=began
to ^to++++=to
incorporate ^vbi++++=incorporate
physical ^jj+atrb+++=physical
activity ^nn++++=activity
as ^in++++=as
a ^at++++=a
variable ^nn++++=variable
of ^in++++=of
interest ^nn++++=interest.
. ^zz++++=EXTRAWORD
