A ^at++++=A
total ^nn++++=total
of ^in++++=of
24.4 ^cd++++=24.4%
% ^zz++++=EXTRAWORD
of ^in++++=of
participants ^nns++++=participants
reported ^vbd+vpub++xvbn+=reported
secondary ^jj+atrb+++=secondary
infections ^nns++++=infections
among ^in++++=among
their ^pp$+pp3+++=their
close ^jj+atrb+++=close
contacts ^nns++++=contacts.
. ^zz++++=EXTRAWORD
None ^pn++++=None
of ^in++++=of
the ^ati++++=the
adolescents ^nns++++=adolescents
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
any ^dti++++=any
of ^in++++=of
their ^pp$+pp3+++=their
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
positive ^jj+atrb+++=positive
close ^jj+atrb+++=close
contacts ^nns++++=contacts,
, ^zz++++=EXTRAWORD
developed ^jj+atrb++xvbn+=developed
severe ^jj+atrb+++=severe
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
required ^jj+atrb++xvbn+=required
hospitalization ^nn+++??+=hospitalization,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
died ^vbd+++xvbn+=died
as ^ql++++=as
a ^at++++=a
result ^nn++++=result
of ^in++++=of
Covid ^np+++??+=COVID-19.
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
previous ^jj+atrb+++=previous
research ^nn++++=research
indicating ^vb+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
vaccines ^nns++++=vaccines
are ^vb+ber+vrb++=are
highly ^rb+amp+++=highly
effective ^jj+pred+++=effective
in ^in++++=in
preventing ^xvbg+++xvbg+=preventing
hospitalization ^nn+++??+=hospitalization
and ^cc++++=and
death ^nn++++=death
( ^zz++++=(Mlcochova
mlcochova ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021;
; ^zz++++=EXTRAWORD
Sheikh ^np+++??+=Sheikh
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Vaccinated ^np+++??+=Vaccinated
adolescents ^nns++++=adolescents
may ^md+pos+++=may
experience ^vb++++=experience
mild ^jj+atrb+++=mild
or ^cc+phrs+++=or
moderate ^jj+atrb+++=moderate
symptoms ^nns++++=symptoms
following ^vwbg+++xvbg+=following
Sars ^np+++??+=SARS-CoV-2
- ^zz++++=EXTRAWORD
cov ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
2 ^zz++++=EXTRAWORD
infection ^nn++++=infection,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
generally ^rb+down+++=generally
have ^vb+hv+vrb++=have
a ^at++++=a
lower ^nn++++=lower
risk ^vb++++=risk
of ^in++++=of
severe ^jj+atrb+++=severe
disease ^nn++++=disease
or ^cc++++=or
mortality ^nn++++=mortality
from ^in++++=from
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
compared ^vpsv++agls+xvbn+=compared
to ^in++++=to
older ^jjr+atrb+++=older
populations ^nns++++=populations.
. ^zz++++=EXTRAWORD
