A ^at++++=A
total ^nn++++=total
of ^in++++=of
388,657 ^cd++++=388,657
records ^nns++++=records
from ^in++++=from
Rio ^np+++??+=Rio
de ^&fw++++=de
Janeiro ^np+++??+=Janeiro
and ^cc++++=and
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo
( ^zz++++=(91,532
91,532 ^cd++++=EXTRAWORD
and ^cc++++=and
297,125 ^cd++++=297,125,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively)
) ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
included ^vpsv++agls+xvbnx+=included
in ^in++++=in
the ^ati++++=the
analyses ^nns++++=analyses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Sivep ^np+++??+=SIVEP-GRIPE
- ^zz++++=EXTRAWORD
gripe ^nn+++??+=EXTRAWORD
Surveillance ^nn++++=Surveillance
System ^nn++++=System
collects ^vbz++++=collects
a ^at++++=a
range ^nn++++=range
of ^in++++=of
variables ^nns++++=variables
beyond ^in++++=beyond
diagnostic ^nn+++??+=diagnostic
information ^nn++++=information.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
age ^nn++++=age
data ^nns++++=data
were ^vbd+bed+vrb++=were
complete ^jj+pred+++=complete
and ^cc++++=and
sex ^nn++++=sex
data ^nns++++=data
had ^vb+hv+vrb++=had
minimal ^jj+atrb+++=minimal
missing ^jj+atrb++xvbg+=missing
values ^nns++++=values,
, ^zz++++=EXTRAWORD
other ^ap++++=other
variables ^nns++++=variables
such ^abl++++=such
as ^ql++++=as
race ^vb++++=race,
, ^zz++++=EXTRAWORD
years ^nns++++=years
of ^in++++=of
education ^nn++++=education,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
comorbidities ^vbz+++??+=comorbidities
exhibited ^vprf+++xvbn+=exhibited
high ^jj+atrb+++=high
rates ^nns++++=rates
of ^in++++=of
non ^&fw++++=non-response.
- ^zz++++=EXTRAWORD
response ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Data ^nns++++=Data
quality ^nn++++=quality
also ^rb++++=also
varied ^jj+++xvbn+=varied
substantially ^rb++++=substantially
across ^in+pl+++=across
different ^jj+atrb+++=different
settings ^nns++++=settings.
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
missing ^jj+atrb++xvbg+=missing
information ^nn++++=information
on ^in++++=on
race ^nn++++=race
was ^vbd+bedz+vrb++=was
13 ^cd++++=13%
% ^zz++++=EXTRAWORD
in ^in++++=in
public ^jj+atrb+++=public
healthcare ^nn+++??+=healthcare
services ^nns++++=services
in ^in++++=in
the ^ati++++=the
interior ^nn++++=interior
of ^in++++=of
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
compared ^j+++xvbn+=compared
to ^to++++=to
54 ^cd++++=54%
% ^zz++++=EXTRAWORD
in ^in++++=in
private ^jj+atrb+++=private
sector ^nn++++=sector
records ^nns++++=records
from ^in++++=from
the ^ati++++=the
capital ^nn++++=capital
of ^in++++=of
Rio ^np+++??+=Rio
de ^&fw++++=de
Janeiro ^np+++??+=Janeiro.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
all ^abn++++=all
settings ^nns++++=settings,
, ^zz++++=EXTRAWORD
race ^nn++++=race
data ^nns++++=data
were ^vbd+bed+vrb++=were
consistently ^rb++++=consistently
less ^rbr++++=less
complete ^jj++++=complete
in ^in++++=in
private ^jj+atrb+++=private
services ^nns++++=services
than ^in++++=than
in ^in++++=in
public ^nn++++=public
ones ^pn++++=ones.
. ^zz++++=EXTRAWORD
Regarding ^in++++=Regarding
educational ^jj+atrb+++=educational
attainment ^nn++++=attainment,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proportion ^nn++++=proportion
of ^in++++=of
missing ^xvbg+++xvbg+=missing
data ^nns++++=data
approached ^vbd+++xvbn+=approached
80 ^cd++++=80%
% ^zz++++=EXTRAWORD
in ^in++++=in
most ^ql+emph+++=most
comparisons ^nns++++=comparisons,
, ^zz++++=EXTRAWORD
except ^in++++=except
for ^in++++=for
public ^nn++++=public
and ^cc++++=and
private ^jj+atrb+++=private
services ^nns++++=services
in ^in++++=in
the ^ati++++=the
interior ^nn++++=interior
of ^in++++=of
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
missingness ^nns+++??+=missingness,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
still ^rb+atrb+++=still
considerable ^jj++++=considerable,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
approximately ^rb+down+++=approximately
50 ^cd++++=50%
% ^zz++++=EXTRAWORD
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
1 ^zz++++=1).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
