The ^ati++++=The
infectivity ^nn+++??+=infectivity
submodel ^nn+++??+=submodel
adjusts ^vbz++++=adjusts
the ^ati++++=the
behavior ^nn++++=behavior
of ^in++++=of
Ha ^uh++++=Ha
based ^xvbn+++xvbn+=based
on ^in++++=on
its ^pp$+it+++=its
epidemiological ^nn+++??+=epidemiological
compartment ^nn++++=compartment.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Ha ^uh++++=Ha
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
Susceptible ^jj+atrb+++=Susceptible
compartment ^nn++++=compartment,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
engages ^vbz+++??+=engages
in ^in++++=in
daily ^jj+atrb+++=daily
activities ^nns++++=activities
and ^cc++++=and
movements ^nns++++=movements
as ^in++++=as
specified ^nn++++=specified
by ^in++++=by
its ^pp$+it+++=its
attributes ^nns++++=attributes
and ^cc++++=and
defined ^vpsv++by+xvbn+=defined
by ^in++++=by
the ^ati++++=the
Mobility ^nn++++=Mobility
submodel ^nn+++??+=submodel.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Ha ^uh++++=Ha
transitions ^nns+++??+=transitions
to ^in++++=to
any ^dti++++=any
compartment ^nn++++=compartment
other ^ap++++=other
than ^in++++=than
Susceptible ^jj++++=Susceptible
or ^cc+phrs+++=or
Exposed ^jj+++xvbn+=Exposed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
ceases ^vbz++++=ceases
movement ^nn++++=movement,
, ^zz++++=EXTRAWORD
reflecting ^vbg+vprv++xvbg+=reflecting
the ^ati++++=the
assumption ^nn++++=assumption
that ^tht+ncmp+++=that
it ^pp3+it+++=it
remains ^nns++++=remains
at ^rb++++=at
home ^nr++++=home
to ^to++++=to
prevent ^vbi++++=prevent
transmission ^nn++++=transmission
of ^in++++=of
the ^ati++++=the
disease ^nn++++=disease
to ^in++++=to
other ^ap++++=other
Ha ^uh++++=Ha.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
point ^nn++++=point,
, ^zz++++=EXTRAWORD
all ^abn++++=all
household ^nn++++=household
members ^nns++++=members
are ^vb+ber+aux++=are
classified ^vpsv++agls+xvbn+=classified
in ^in++++=in
the ^ati++++=the
exposed ^jj+atrb+++=Exposed
compartment ^nn++++=compartment.
. ^zz++++=EXTRAWORD
