A ^at++++=A
comparison ^nn++++=comparison
of ^in++++=of
Tables ^nns++++=Tables
6 ^zz++++=6
and ^cc++++=and
7 ^zz++++=7
indicates ^vbz+vpub+++=indicates
that ^tht+vcmp+++=that
participants ^nns++++=participants
are ^vb+ber+aux++=are
once ^rb+tm+splt++=once
again ^rb+tm+++=again
influenced ^vpsv++by+xvbn+=influenced
by ^in++++=by
the ^ati++++=the
biased ^jj+atrb++xvbn+=biased
sentences ^nns++++=sentences.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
learners ^nns++++=learners
are ^vb+ber+aux++=are
affected ^vpsv++by+xvbnx+=affected
by ^in++++=by
semantic ^jj+atrb+++=semantic
factors ^nns++++=factors
in ^in++++=in
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
non ^&fw++++=non-emphatic
- ^zz++++=EXTRAWORD
emphatic ^jj+atrb+++=EXTRAWORD
pronominal ^nn+++??+=pronominal
cataphora ^nn+++??+=cataphora,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
continue ^vb++++=continue
to ^to++++=to
demonstrate ^vbi+vprv+++=demonstrate
uncertainty ^nn++++=uncertainty
regarding ^in++++=regarding
the ^ati++++=the
most ^ql+emph+++=most
appropriate ^jj+atrb+++=appropriate
antecedent ^nn++++=antecedent
for ^in++++=for
the ^ati++++=the
pronoun ^nn++++=pronoun.
. ^zz++++=EXTRAWORD
