A ^at++++=A
change ^nn++++=change
of ^in++++=of
a ^at++++=a
direct ^jj++++=direct,
, ^zz++++=EXTRAWORD
indirect ^jj++++=indirect,
, ^zz++++=EXTRAWORD
hidden ^j+++xvbn+=hidden,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
symbolic ^jj+atrb+++=symbolic
nature ^nn++++=nature
that ^tht+rel+obj++=that
results ^nns++++=results
in ^in++++=in
a ^at++++=a
reduction ^nn++++=reduction
in ^in++++=in
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
policies ^nns++++=policies
within ^in++++=within
a ^at++++=a
specific ^jj+atrb+++=specific
area ^nn++++=area,
, ^zz++++=EXTRAWORD
a ^at++++=a
decrease ^nn++++=decrease
in ^in++++=in
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
policy ^nn++++=policy
instruments ^nns++++=instruments
employed ^vbd+++xvbn+=employed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and/or
a ^at++++=a
lowering ^nn++++=lowering
of ^in++++=of
their ^pp$+pp3+++=their
intensity ^nn++++=intensity.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
change ^nn++++=change
may ^md+pos+++=may
involve ^vb++++=involve
modifications ^nns++++=modifications
to ^in++++=to
these ^dt+dem+++=these
fundamental ^jj+atrb+++=fundamental
components ^nns++++=components
of ^in++++=of
policy ^nn++++=policy
and ^cc++++=and/or
may ^md+pos+++=may
be ^vb+be+aux++=be
accomplished ^vpsv++by+xvbnx+=accomplished
by ^in++++=by
altering ^xvbg+++xvbg+=altering
the ^ati++++=the
capacities ^nns++++=capacities
for ^in++++=for
their ^pp$+pp3+++=their
implementation ^nn++++=implementation
and ^cc++++=and
oversight ^nn++++=oversight
( ^zz++++=(Bauer
bauer ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
35 ^cd++++=35).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
