The ^ati++++=The
search ^nn++++=search
conducted ^vbd+++xvbn+=conducted
on ^in++++=on
the ^ati++++=the
Bdtd ^np+++??+=BDTD
website ^nn+++??+=website
using ^vwbg+++xvbg+=using
the ^ati++++=the
keyword ^nn++++=keyword
" ^zz++++="tradu
tradu ^nn+++??+=EXTRAWORD
o ^zz++++=o"
" ^zz++++=EXTRAWORD
retrieved ^vbd+++xvbn+=retrieved
4,849 ^cd++++=4,849
theses ^nns++++=theses
and ^cc++++=and
dissertations ^nns+++??+=dissertations.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
the ^ati++++=the
impracticality ^nn+++??+=impracticality
of ^in++++=of
manually ^rb++++=manually
screening ^vbg+++xvbg+=screening
such ^abl++++=such
a ^at++++=a
large ^jj+atrb+++=large
number ^nn++++=number
of ^in++++=of
records ^nns++++=records
to ^to++++=to
identify ^vbi++++=identify
studies ^nns++++=studies
that ^tht+rel+subj++=that
met ^vprf+++xvbn+=met
the ^ati++++=the
selection ^nn++++=selection
criteria ^nns++++=criteria,
, ^zz++++=EXTRAWORD
the ^ati++++=the
search ^nn++++=search
was ^vbd+bedz+aux++=was
refined ^vpsv++by+xvbnx+=refined
by ^in++++=by
using ^xvbg+++xvbg+=using
the ^ati++++=the
keywords ^nns+++??+=keywords
" ^zz++++="tradu
tradu ^nn+++??+=EXTRAWORD
o ^zz++++=o
m ^zz++++=m
dica ^nn+++??+=dica"
" ^zz++++=EXTRAWORD
( ^zz++++=(medical
medical ^jj+atrb+++=EXTRAWORD
translation ^nn++++=translation),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
yielded ^vbd+++xvbn+=yielded
633 ^cd++++=633
studies ^nns++++=studies
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
Figure ^nn++++=Figure
5 ^zz++++=5).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Of ^in++++=Of
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
six ^cd++++=six
studies ^nns++++=studies
three ^cd++++=three
dissertations ^nns+++??+=dissertations
and ^cc++++=and
three ^cd++++=three
theses ^nns++++=theses
met ^vbd+++xvbn+=met
the ^ati++++=the
established ^jj+atrb+++=established
selection ^nn++++=selection
criteria ^nns++++=criteria.
. ^zz++++=EXTRAWORD
