The ^ati++++=The
research ^nn++++=research
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
within ^in++++=within
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
an ^at++++=an
eight ^cd++++=eight-week
- ^zz++++=EXTRAWORD
week ^nn++++=EXTRAWORD
continuing ^vwbg+++xvbg+=continuing
education ^nn++++=education
course ^rb++++=course
designed ^vwbn+++xvbn+=designed
to ^to+vcmp+++=to
explore ^vbi++++=explore
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
mobile ^jj+atrb+++=mobile
devices ^nns++++=devices
in ^in++++=in
language ^nn++++=language
learning ^vwbg+++xvbg+=learning.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
course ^nn++++=course,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
part ^nn++++=part
of ^in++++=of
a ^at++++=a
project ^nn++++=project
organized ^vwbn+++xvbn+=organized
by ^in++++=by
the ^ati++++=the
School ^nn++++=School
of ^in++++=of
Letters ^nns++++=Letters
at ^in++++=at
a ^at++++=a
prominent ^jj+atrb+++=prominent
university ^nn++++=university
in ^in++++=in
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
offered ^vpsv++agls+xvbnx+=offered
to ^in++++=to
in ^in++++=in-service
- ^zz++++=EXTRAWORD
service ^nn++++=EXTRAWORD
K ^zz++++=K-12
- ^zz++++=EXTRAWORD
12 ^cd++++=EXTRAWORD
English ^jj+atrb+++=English
teachers ^nns++++=teachers
from ^in++++=from
various ^jj+atrb+++=various
regions ^nns++++=regions
of ^in++++=of
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Owing ^in+cmpx+++=Owing
to ^in"++++=to
the ^ati++++=the
large ^jj+atrb+++=large
number ^nn++++=number
of ^in++++=of
participants ^nns++++=participants
( ^zz++++=(N
n ^zz++++=EXTRAWORD
= ^zz++++==
227 ^cd++++=227),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
six ^cd++++=six
groups ^nns++++=groups
were ^vbd+bed+aux++=were
established ^vpsv++agls+xvbn+=established
and ^cc+phrs+++=and
facilitated ^vpsv++agls+xvbn+=facilitated
concurrently ^rb++++=concurrently.
. ^zz++++=EXTRAWORD
