A ^at++++=A
total ^nn++++=total
of ^in++++=of
21 ^cd++++=21
taxonomic ^nn+++??+=taxonomic
groups ^nns++++=groups
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified
across ^in+pl+++=across
the ^ati++++=the
three ^cd++++=three
sampling ^nn++++=sampling
sites ^nns++++=sites
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
3 ^zz++++=3),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
identification ^nn++++=identification
conducted ^vbd+++xvbn+=conducted
to ^in++++=to
the ^ati++++=the
order ^to++++=order
and ^cc++++=and
family ^nn++++=family
levels ^nns++++=levels.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in++++=to
Beghelli ^np+++??+=Beghelli
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2012),
2012 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
species ^nn++++=species-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
identification ^nn++++=identification
of ^in++++=of
benthic ^nn+++??+=benthic
macroinvertebrates ^nns+++??+=macroinvertebrates
requires ^vbz++++=requires
the ^ati++++=the
collection ^nn++++=collection
and ^cc++++=and
analysis ^nn++++=analysis
of ^in++++=of
nymph ^nn++++=nymph,
, ^zz++++=EXTRAWORD
pupa ^nn+++??+=pupa,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
larval ^jj+atrb+++=larval
stages ^nns++++=stages,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
feasible ^jj++++=feasible
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
Silveira ^np+++??+=Silveira
( ^zz++++=(2004)
2004 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
demonstrated ^vprf+++xvbn+=demonstrated
that ^tht+vcmp+++=that
effective ^jj+atrb+++=effective
biomonitoring ^nn+++??+=biomonitoring
of ^in++++=of
microbenthic ^nn+++??+=microbenthic
communities ^nns++++=communities
can ^md+pos+++=can
be ^vb+be+aux++=be
achieved ^vpsv++agls+xvbnx+=achieved
when ^wrb+who+++=when
organisms ^nns++++=organisms
are ^vb+ber+aux++=are
identified ^vpsv++agls+xvbnx+=identified
to ^in++++=to
higher ^jjr+atrb+++=higher
taxonomic ^jj+atrb+++=taxonomic
levels ^nns++++=levels,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
class ^nn++++=class.
. ^zz++++=EXTRAWORD
