The ^ati++++=The
focus ^nn++++=focus
of ^in++++=of
this ^dt+dem+++=this
article ^nn++++=article
on ^in++++=on
the ^ati++++=the
age ^nn++++=age
profile ^nn++++=profile
of ^in++++=of
populations ^nns++++=populations
and ^cc++++=and
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
deaths ^nns++++=deaths
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
a ^at++++=a
disregard ^nn++++=disregard
for ^in++++=for
other ^ap++++=other
variables ^nns++++=variables,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
gender ^nn++++=gender
and ^cc++++=and
the ^ati++++=the
prevalence ^nn+++??+=prevalence
of ^in++++=of
comorbidities ^nns+++??+=comorbidities,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
also ^rb++++=also
influence ^nn++++=influence
crude ^jj+atrb+++=crude
mortality ^nn++++=mortality
rates ^nns++++=rates.
. ^zz++++=EXTRAWORD
Rather ^rb+cnj+++=Rather,
, ^zz++++=EXTRAWORD
as ^ql++++=as
will ^md+prd+++=will
be ^vb+be+aux++=be
demonstrated ^vpsv++agls+xvbnx+=demonstrated
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
data ^nns++++=data
disaggregated ^nn+++??+=disaggregated
by ^in++++=by
these ^dt+dem+++=these
additional ^jj+atrb+++=additional
factors ^nns++++=factors
are ^vb+ber+vrb++=are
even ^rb++++=even
more ^rbr++++=more
challenging ^jj+++xvbg+=challenging
to ^to++++=to
obtain ^vbi++++=obtain.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
various ^jj+atrb+++=various
determinants ^nns++++=determinants,
, ^zz++++=EXTRAWORD
age ^nn++++=age
exerts ^vbz++++=exerts
the ^ati++++=the
most ^ql+emph+++=most
significant ^jj+atrb+++=significant
and ^cc+phrs+++=and
decisive ^jj+atrb+++=decisive
impact ^nn++++=impact
on ^in++++=on
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
death ^nn++++=death.
. ^zz++++=EXTRAWORD
