The ^ati++++=The
eligibility ^nn++++=eligibility
criteria ^nns++++=criteria
for ^in++++=for
the ^ati++++=the
studies ^nns++++=studies
were ^vbd+bed+aux++=were
established ^vpsv++agls+xvbnx+=established
based ^xvbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
Picos ^np+++??+=PICOS
framework ^nn++++=framework,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
considers ^vbz+vprv+++=considers
population ^nn++++=population,
, ^zz++++=EXTRAWORD
intervention ^nn++++=intervention,
, ^zz++++=EXTRAWORD
comparison ^nn++++=comparison,
, ^zz++++=EXTRAWORD
outcome ^nn++++=outcome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
study ^nn++++=study
design ^nn++++=design
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
review ^nn++++=review
included ^vbd+++xvbn+=included
randomized ^nn+++??+=randomized
clinical ^jj+atrb+++=clinical
trials ^nns++++=trials
involving ^vwbg+++xvbg+=involving
adult ^nn++++=adult
women ^nns++++=women
( ^zz++++=(aged
aged ^jj++++=EXTRAWORD
18 ^cd++++=18
years ^nns++++=years
or ^cc++++=or
older ^jjr++++=older)
) ^zz++++=EXTRAWORD
who ^whp+who+++=who
were ^vbd+bed+aux++=were
undergoing ^vbg+++xvbg+=undergoing
or ^cc++++=or
had ^vbd+hvd+aux++=had
completed ^vwbn+++xvbn+=completed
treatment ^nn++++=treatment
for ^in++++=for
breast ^nn++++=breast
cancer ^nn++++=cancer.
. ^zz++++=EXTRAWORD
