Although ^cs+con+++=Although
the ^ati++++=the
concept ^nn++++=concept
of ^in++++=of
information ^nn++++=information
literacy ^nn++++=literacy
was ^vbd+bedz+aux++=was
introduced ^vpsv++agls+xvbnx+=introduced
in ^in++++=in
1974 ^cd+date+++=1974,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
now ^rn+tm+splt++=now
regarded ^vpsv++agls+xvbnx+=regarded
as ^ql++++=as
a ^at++++=a
fundamental ^jj+atrb+++=fundamental
competency ^nn++++=competency
for ^in++++=for
participation ^nn++++=participation
in ^in++++=in
the ^ati++++=the
knowledge ^nn++++=knowledge
society ^nn++++=society,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
encompasses ^vbz++++=encompasses
the ^ati++++=the
ability ^nn++++=ability
to ^to+ncmp+++=to
recognize ^vbi+vprv+++=recognize
the ^ati++++=the
need ^nn++++=need
for ^in++++=for
information ^nn++++=information,
, ^zz++++=EXTRAWORD
identify ^vb++++=identify
appropriate ^jj+atrb+++=appropriate
sources ^nns++++=sources,
, ^zz++++=EXTRAWORD
evaluate ^vb++++=evaluate
the ^ati++++=the
quality ^nn++++=quality
and ^cc++++=and
relevance ^nn++++=relevance
of ^in++++=of
information ^nn++++=information,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
use ^nn++++=use
and ^cc++++=and
communicate ^vb++++=communicate
information ^nn++++=information
in ^in++++=in
a ^at++++=a
critical ^jj++++=critical,
, ^zz++++=EXTRAWORD
reflective ^jj++++=reflective,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ethical ^jj+atrb+++=ethical
manner ^nn++++=manner
( ^zz++++=(G
g ^zz++++=EXTRAWORD
mez ^nn++++=mez,
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
