The ^ati++++=The
systematic ^jj+atrb+++=systematic
literature ^nn++++=literature
review ^vb++++=review
conducted ^vpsv++by+xvbn+=conducted
by ^in++++=by
Ara ^np+++??+=Ara
jo ^np++++=jo
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2021)
2021 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
identified ^vbd+++xvbn+=identified
alprazolam ^nn+++??+=alprazolam
( ^zz++++=(0.5
0.5 ^nn+++??+=EXTRAWORD
and ^cc++++=and
0.75 ^nn+++??+=0.75
mg ^nnu++++=mg),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
midazolam ^nn+++??+=midazolam
( ^zz++++=(15
15 ^cd++++=EXTRAWORD
mg ^nnu++++=mg),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Passiflora ^np+++??+=Passiflora
incarnata ^nn+++??+=incarnata
( ^zz++++=(260
260 ^cd++++=EXTRAWORD
mg ^nnu++++=mg),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Valeriana ^np+++??+=Valeriana
officinalis ^nns+++??+=officinalis
( ^zz++++=(100
100 ^cd++++=EXTRAWORD
mg ^nnu++++=mg)
) ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
most ^ql+emph+++=most
commonly ^rb++++=commonly
used ^vbd+++xvbn+=used
and ^cc++++=and
effective ^jj+atrb+++=effective
medications ^nns+++??+=medications
for ^in++++=for
managing ^xvbg+++xvbg+=managing
anxiety ^nn++++=anxiety
in ^in++++=in
dental ^jj+atrb+++=dental
patients ^nns++++=patients.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
medications ^nns+++??+=medications
were ^vbd+bed+aux++=were
also ^rb++splt++=also
frequently ^rb++++=frequently
associated ^vbd+++xvbn+=associated
with ^in++++=with
adverse ^jj+atrb+++=adverse
effects ^nns++++=effects,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
leads ^vbz++++=leads
some ^dti++++=some
patients ^nns++++=patients
to ^to++++=to
decline ^vbi++++=decline
their ^pp$+pp3+++=their
use ^nn++++=use
and ^cc++++=and
prompts ^vbz++++=prompts
clinicians ^nns+++??+=clinicians
to ^to++++=to
seek ^vbi++++=seek
alternative ^jj+atrb+++=alternative
options ^nns+++??+=options.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
essential ^jj++++=essential
to ^to+jcmp+++=to
perform ^vbi++++=perform
a ^at++++=a
thorough ^jj+atrb+++=thorough
assessment ^nn++++=assessment
of ^in++++=of
each ^dt++++=each
patient ^nn++++=patient
and ^cc++++=and
their ^pp$+pp3+++=their
anxiety ^nn++++=anxiety
level ^nn++++=level
prior ^in+cmpx+++=prior
to ^in++++=to
treatment ^nn++++=treatment
in ^in++++=in
order ^vb++++=order
to ^to+vcmp+++=to
select ^vbi++++=select
the ^ati++++=the
most ^ql+emph+++=most
appropriate ^jj+atrb+++=appropriate
pharmacological ^jj+atrb+++=pharmacological
intervention ^nn++++=intervention.
. ^zz++++=EXTRAWORD
