The ^ati++++=The
regions ^nns++++=regions
of ^in++++=of
Latin ^jj+atrb+++=Latin
America ^np++++=America
with ^in++++=with
the ^ati++++=the
highest ^jjt+atrb+++=highest
levels ^nns++++=levels
of ^in++++=of
biodiversity ^nn+nom+++=biodiversity
are ^vb+ber+aux++=are
also ^rb++splt++=also
inhabited ^vpsv++by+xvbnx+=inhabited
by ^in++++=by
peoples ^nns++++=peoples,
, ^zz++++=EXTRAWORD
tribes ^nns++++=tribes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
communities ^nns+nom+++=communities
whose ^whp+rel+obj++=whose
habits ^nns++++=habits,
, ^zz++++=EXTRAWORD
customs ^nns++++=customs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cultural ^jj+atrb+++=cultural
practices ^nns++++=practices
are ^vb+ber+aux++=are
closely ^rb++splt++=closely
linked ^vbd+++xvbn+=linked
to ^to++++=to
the ^ati++++=the
local ^jj+atrb+++=local
biodiversity ^nn+nom+++=biodiversity.
. ^zz++++=EXTRAWORD
