A ^at++++=A
total ^nn++++=total
of ^in++++=of
71.9 ^cd++++=71.9%
% ^zz++++=EXTRAWORD
of ^in++++=of
respondents ^nns++++=respondents
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
perception ^nn+nom+++=perception
of ^in++++=of
health ^nn++++=health
care ^nn++++=care
workers ^nns+nom+++=workers
improved ^vbd+++xvbn+=improved
as ^ql++++=as
a ^at++++=a
result ^nn++++=result
of ^in++++=of
the ^ati++++=the
pandemic ^nn++++=pandemic,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
24.6 ^cd++++=24.6%
% ^zz++++=EXTRAWORD
reported ^vbn+vpub++xvbn+=reported
no ^at++++=no
change ^nn++++=change
in ^in++++=in
their ^pp$+pp3+++=their
perception ^nn+nom+++=perception,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
3.5 ^cd++++=3.5%
% ^zz++++=EXTRAWORD
stated ^vbn+vpub++xvbn+=stated
that ^tht+vcmp+++=that
their ^pp$+pp3+++=their
view ^nn++++=view
of ^in++++=of
health ^nn++++=health
care ^nn++++=care
workers ^nns+nom+++=workers
worsened ^vbd+++xvbn+=worsened
during ^in++++=during
this ^dt+dem+++=this
period ^nn++++=period
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
3.c ^cd++++=3.c).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
