As ^in++++=As
described ^nn++++=described
in ^in++++=in
the ^ati++++=the
previous ^jj+atrb+++=previous
section ^nn+nom+++=section,
, ^zz++++=EXTRAWORD
the ^ati++++=the
coefficients ^nns++++=coefficients
of ^in++++=of
the ^ati++++=the
Cbd ^np+++??+=CBD
variable ^jj++++=variable
estimated ^vpsv++by+xvbn+=estimated
by ^in++++=by
Ols ^np+++??+=OLS
are ^vb+ber+vrb++=are
robust ^jj+pred+++=robust
across ^in+pl+++=across
different ^jj+atrb+++=different
functional ^jj+atrb+++=functional
forms ^nns++++=forms
and ^cc++++=and
model ^nn++++=model
specifications ^nns+nom+++=specifications,
, ^zz++++=EXTRAWORD
consistently ^rb++++=consistently
exhibiting ^vbg+++xvbg+=exhibiting
the ^ati++++=the
expected ^jj+atrb++xvbn+=expected
signs ^nns++++=signs
in ^in++++=in
all ^abn++++=all
models ^nns++++=models
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
4 ^zz++++=4,
, ^zz++++=EXTRAWORD
columns ^nns++++=columns
5 ^zz++++=5
8 ^zz++++=8).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
models ^nns++++=models
display ^nn++++=display
spatial ^jj+atrb+++=spatial
dependence ^nn+nom+++=dependence.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
model ^nn++++=model
is ^vbz+bez+aux++=is
estimated ^vpsv++agls+xvbnx+=estimated
with ^in++++=with
Sbd ^np+++??+=SBD
control ^nn++++=control
using ^vwbg+++xvbg+=using
the ^ati++++=the
Slx ^np+++??+=SLX
estimator ^nn++++=estimator,
, ^zz++++=EXTRAWORD
the ^ati++++=the
total ^jj+atrb+++=total
effect ^nn++++=effect
of ^in++++=of
the ^ati++++=the
Cbd ^np+++??+=CBD
variable ^nn++++=variable
also ^rb++++=also
shows ^vbz+vprv+++=shows
the ^ati++++=the
expected ^jj+atrb++xvbn+=expected
signs ^nns++++=signs
for ^in++++=for
both ^abx++++=both
spatial ^jj+atrb+++=spatial
weight ^nn++++=weight
matrices ^nns++++=matrices
considered ^vwbn+vprv++xvbn+=considered
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
6 ^zz++++=6,
, ^zz++++=EXTRAWORD
columns ^nns++++=columns
18 ^cd++++=18
and ^cc++++=and
19 ^cd++++=19).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
results ^nns++++=results
confirm ^vb+vpub+++=confirm
the ^ati++++=the
validity ^nn+nom+++=validity
of ^in++++=of
the ^ati++++=the
econometric ^jj+atrb+++=econometric
estimation ^nn+nom+++=estimation
and ^cc++++=and
provide ^vb+vsua+++=provide
empirical ^jj+atrb+++=empirical
support ^nn++++=support
for ^in++++=for
the ^ati++++=the
polycentric ^jj+atrb+++=polycentric
hypothesis ^nn++++=hypothesis
in ^in++++=in
s ^zz++++=S
o ^zz++++=o
paulo ^np++++=Paulo.
. ^zz++++=EXTRAWORD
