As ^in++++=As
observed ^nn++++=observed
in ^in++++=in
our ^pp$+pp1+++=our
corpus ^nn++++=corpus,
, ^zz++++=EXTRAWORD
mitigation ^nn+nom+++=mitigation
devices ^nns++++=devices
served ^vbd+++xvbn+=served
to ^to++++=to
maintain ^vbi+vpub+++=maintain
the ^ati++++=the
self ^nn++++=self-image
- ^zz++++=EXTRAWORD
image ^nn++++=EXTRAWORD
constructed ^vwbn+++xvbn+=constructed
by ^in++++=by
speakers ^nns+nom+++=speakers
and ^cc++++=and
to ^to++++=to
produce ^vbi++++=produce
specific ^jj+atrb+++=specific
pragmatic ^jj+atrb+++=pragmatic
effects ^nns++++=effects
on ^in++++=on
listeners ^nns+nom+++=listeners.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hedge ^nn++++=hedge
" ^zz++++="technically"
technically ^rb++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
discourse ^nn++++=discourse
markers ^nns+nom+++=markers
such ^abl++++=such
as ^in++++=as
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
think ^vb+vprv+++=think,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
don ^npt++++=don
t ^zz++++=t
believe ^vb+vprv+++=believe"
" ^zz++++=EXTRAWORD
functioned ^vbd+++xvbn+=functioned
to ^to++++=to
neutralize ^vbi++++=neutralize
potential ^jj+atrb+++=potential
contrary ^nn+nom+++=contrary
reactions ^nns+nom+++=reactions
or ^cc++++=or
negative ^jj+atrb+++=negative
interpretations ^nns+nom+++=interpretations
from ^in++++=from
interlocutors ^nns++++=interlocutors;
; ^zz++++=EXTRAWORD
these ^dt+dem+++=these
devices ^nns++++=devices
reduced ^vwbn+++xvbn+=reduced
the ^ati++++=the
impact ^nn++++=impact
of ^in++++=of
speakers ^nns+nom+++=speakers
utterances ^nns+nom+++=utterances
and ^cc++++=and
decisions ^nns++++=decisions
by ^in++++=by
distancing ^xvbg+++xvbg+=distancing
the ^ati++++=the
speaker ^nn++++=speaker
from ^in++++=from
potentially ^rb++++=potentially
divergent ^jj+atrb+++=divergent
judgments ^nns+nom+++=judgments
or ^cc++++=or
opinions ^nns++++=opinions,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
protecting ^vbg+++xvbg+=protecting
their ^pp$+pp3+++=their
positive ^jj+atrb+++=positive
face ^nn++++=face.
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
judge ^nn++++=judge
sustained ^vbd+++xvbn+=sustained
objections ^nns+nom+++=objections
raised ^vwbn+++xvbn+=raised
by ^in++++=by
the ^ati++++=the
deputy ^nn++++=deputy
county ^nn++++=county
attorney ^nn++++=attorney,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
employed ^vbd+++xvbnx+=employed
politeness ^nns+nom+++=politeness
strategies ^nns+++??+=strategies
in ^in++++=in
her ^pp$+pp3+++=her
interaction ^nn+nom+++=interaction
with ^in++++=with
the ^ati++++=the
defense ^nn+++??+=defense
lawyer ^nn++++=lawyer.
. ^zz++++=EXTRAWORD
To ^to++++=To
mitigate ^nn+nom+++=mitigate
the ^ati++++=the
force ^nn++++=force
of ^in++++=of
an ^at++++=an
imperative ^nn++++=imperative,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
used ^vbd+++xvbnx+=used
the ^ati++++=the
expression ^nn++++=expression
why ^wrb+who+++=why
don ^npt++++=don
t ^zz++++=t
you ^pp2+pp2+++=you
restate ^nn+nom+++=restate
in ^in++++=in
the ^ati++++=the
utterance ^nn+nom+++=utterance
why ^wrb+who+++=why
don ^npt++++=don
t ^zz++++=t
you ^pp2+pp2+++=you
just ^rb+emph+++=just
restate ^nn+nom+++=restate
the ^ati++++=the
question ^nn+nom+++=question
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
technically ^rb++++=technically
asked ^vbd+vsua+tht0+xvbn+=asked
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
which ^wdt+who+whcl++=which
operates ^nns+nom+++=operates
as ^in++++=as
a ^at++++=a
polite ^jj+atrb+++=polite
request ^nn++++=request
and ^cc++++=and
minimizes ^vbz++++=minimizes
the ^ati++++=the
potential ^jj+atrb+++=potential
face ^nn++++=face
threat ^nn++++=threat.
. ^zz++++=EXTRAWORD
