A ^at++++=A
chronological ^jj+atrb+++=chronological
table ^nn++++=table
was ^vbd+bedz+aux++=was
compiled ^vpsv++agls+xvbnx+=compiled
to ^in++++=to
present ^vb++++=present
all ^abn++++=all
scientific ^jj+atrb+++=scientific
data ^nns++++=data
utilized ^vbd+++xvbn+=utilized
in ^in++++=in
the ^ati++++=the
construction ^nn+nom+++=construction
of ^in++++=of
the ^ati++++=the
dataset ^nn+++??+=dataset,
, ^zz++++=EXTRAWORD
organized ^xvbn+++xvbn+=organized
by ^in++++=by
municipality ^nn+nom+++=municipality,
, ^zz++++=EXTRAWORD
author ^nn++++=author,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
species ^nn++++=species
name ^nn++++=name
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
3 ^zz++++=3).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
