Although ^cs+con+++=Although
overall ^jjb+atrb+++=overall
progress ^nns+nom+++=progress
in ^in++++=in
meeting ^xvbg+++xvbg+=meeting
the ^ati++++=the
agreements ^nns+nom+++=agreements
of ^in++++=of
the ^ati++++=the
convention ^nn+nom+++=convention
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
limited ^vpsv++agls+xvbnx+=limited,
, ^zz++++=EXTRAWORD
the ^ati++++=the
issue ^nn++++=issue
remains ^nns++++=remains
under ^in++++=under
ongoing ^xvbg+++xvbg+=ongoing
review ^nn++++=review
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
its ^pp$+it+++=its
global ^jj+atrb+++=global
significance ^nn+nom+++=significance,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
for ^in++++=for
developing ^xvbg+++xvbg+=developing
countries ^nns++++=countries.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
countries ^nns++++=countries
possess ^nns+nom+++=possess
the ^ati++++=the
highest ^jjt+atrb+++=highest
levels ^nns++++=levels
of ^in++++=of
biodiversity ^nn+nom+++=biodiversity,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
also ^rb++++=also
the ^ati++++=the
most ^ql+emph+++=most
at ^rb++++=at
risk ^vb++++=risk.
. ^zz++++=EXTRAWORD
Latin ^jj+atrb+++=Latin
America ^np++++=America
and ^cc++++=and
the ^ati++++=the
Caribbean ^np+nom++??+=Caribbean
are ^vb+ber+vrb++=are
notable ^jj+pred+++=notable
for ^in++++=for
their ^pp$+pp3+++=their
exceptional ^jj+atrb+++=exceptional
natural ^jj+atrb+++=natural
resources ^nns++++=resources
compared ^vbd+++xvbn+=compared
to ^in++++=to
other ^ap++++=other
regions ^nns++++=regions,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
for ^in++++=for
the ^ati++++=the
significant ^jj+atrb+++=significant
threats ^nns++++=threats
to ^to+ncmp+++=to
the ^ati++++=the
preservation ^nn+nom+++=preservation
of ^in++++=of
these ^dt+dem+++=these
resources ^nns++++=resources
( ^zz++++=(Le
le ^&fw++++=EXTRAWORD
n ^zz++++=n
and ^cc++++=and
c ^zz++++=C
rdenas ^nns++++=rdenas,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
