According ^in+cmpx+++=According
to ^in++++=to
Usresearcher ^np+nom++??+=USResearcher
20 ^cd++++=20
( ^zz++++=(Questionnaire,
questionnaire ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
advisor ^nn++++=advisor
occasionally ^rb++++=occasionally
did ^vbd+dod+aux++=did
not ^xnot++not++=not
understand ^vb+vprv+++=understand
the ^ati++++=the
researcher ^nn+nom+++=researcher's
's ^$++++=EXTRAWORD
questions ^nns+nom+++=questions
and ^cc++++=and
exhibited ^vpsv++agls+xvbn+=exhibited
somewhat ^rb+down+++=somewhat
discourteous ^jj+atrb+++=discourteous
behavior ^nn++++=behavior.
. ^zz++++=EXTRAWORD
