Although ^cs+con+++=Although
the ^ati++++=the
weighting ^jj+atrb++xvbg+=weighting
matrices ^nns++++=matrices
( ^zz++++=(queen,
queen ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
rook ^nn+++??+=rook,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
k ^zz++++=k-nearest
- ^zz++++=EXTRAWORD
nearest ^jjt+atrb+++=EXTRAWORD
neighbors ^nns++++=neighbors)
) ^zz++++=EXTRAWORD
yield ^vb++++=yield
different ^jj+atrb+++=different
results ^nns++++=results,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
deviations ^nns+nom+++=deviations
from ^in++++=from
the ^ati++++=the
aggregate ^nn+nom+++=aggregate
outcome ^nn++++=outcome
are ^vb+ber+vrb++=are
smaller ^jjr++++=smaller
compared ^jj+++xvbn+=compared
to ^in++++=to
the ^ati++++=the
distance ^nn+nom+++=distance-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
weighting ^jj+atrb++xvbg+=weighting
matrix ^nn++++=matrix.
. ^zz++++=EXTRAWORD
In ^in++++=In
identifying ^xvbg+++xvbg+=identifying
Sbd ^np+++??+=SBD
candidates ^nns+nom+++=candidates
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
those ^dt+dem+++=those
areas ^nns++++=areas
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
statistically ^rb++++=statistically
significant ^jj+pred+++=significant
across ^in+pl+++=across
all ^abn++++=all
specifications ^nns+nom+++=specifications
and ^cc++++=and
classified ^vbd+++xvbn+=classified
as ^ql++++=as
Hh ^np+++??+=HH
or ^cc++++=or
Hl ^np+++??+=HL
clusters ^nns+nom+++=clusters
are ^vb+ber+aux++=are
considered ^vpsv++agls+xvbnx+=considered.
. ^zz++++=EXTRAWORD
At ^rb++++=At
a ^at++++=a
significance ^nn+nom+++=significance
level ^nn++++=level
of ^in++++=of
at ^rb++++=at
least ^rb"++++=least
5 ^zz++++=5%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
37 ^cd++++=37
census ^nn++++=census
tracts ^nns++++=tracts
are ^vb+ber+aux++=are
identified ^vpsv++agls+xvbnx+=identified
as ^ql++++=as
Sbd ^np+++??+=SBD
candidates ^nns+nom+++=candidates,
, ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
which ^whp+rel+pied++=which
are ^vb+ber+aux++=are
classified ^vpsv++agls+xvbnx+=classified
exclusively ^rb++++=exclusively
as ^ql++++=as
Hh ^np+++??+=HH
clusters ^nns+nom+++=clusters,
, ^zz++++=EXTRAWORD
as ^in++++=as
shown ^nn++++=shown
in ^in++++=in
Table ^nn++++=Table
3 ^zz++++=3.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
the ^ati++++=the
three ^cd++++=three
spatial ^jj+atrb+++=spatial
weighting ^jj+atrb++xvbg+=weighting
matrix ^nn++++=matrix
specifications ^nns+nom+++=specifications
( ^zz++++=(queen,
queen ^npt++++=EXTRAWORD
, ^zz++++=EXTRAWORD
rook ^nn+++??+=rook,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
k ^zz++++=k-nearest
- ^zz++++=EXTRAWORD
nearest ^jjt+atrb+++=EXTRAWORD
neighbors ^nns++++=neighbors),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
one ^cd1++++=one
area ^nn++++=area
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
significant ^jj++++=significant
under ^in++++=under
both ^abx++++=both
the ^ati++++=the
rook ^nn+++??+=rook
and ^cc++++=and
queen ^nn++++=queen
specifications ^nns+nom+++=specifications.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
36 ^cd++++=36
areas ^nns++++=areas
are ^vb+ber+aux++=are
ultimately ^rb++splt++=ultimately
considered ^vpsv++agls+xvbn+=considered
as ^ql++++=as
sbd ^np++++=SBD
candidates ^nns+nom+++=candidates.
. ^zz++++=EXTRAWORD
