The ^ati++++=The
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^jj+atrb+++=pandemic
prompted ^jj+atrb++xvbn+=prompted
individuals ^nns+nom+++=individuals
to ^to++++=to
seek ^vbi++++=seek
information ^nn+nom+++=information
to ^to++++=to
enhance ^nn+nom+++=enhance
their ^pp$+pp3+++=their
safety ^nn++++=safety
and ^cc++++=and
to ^to++++=to
use ^vbi++++=use
terminology ^nn++++=terminology
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
previously ^rb+tm+splt++=previously
primarily ^rb+down+++=primarily
confined ^vbd+++xvbn+=confined
to ^in++++=to
academic ^jj++++=academic,
, ^zz++++=EXTRAWORD
scientific ^jj++++=scientific,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
medical ^jj+atrb+++=medical
contexts ^nns++++=contexts.
. ^zz++++=EXTRAWORD
Since ^in++++=Since
the ^ati++++=the
onset ^nn++++=onset
of ^in++++=of
the ^ati++++=the
pandemic ^nn++++=pandemic,
, ^zz++++=EXTRAWORD
platforms ^nns++++=platforms
such ^abl++++=such
as ^ql++++=as
Google ^np+++??+=Google
have ^vb+hv+aux++=have
reported ^vprf+++xvbnx+=reported
increased ^vprf+++xvbn+=increased
search ^nn++++=search
activity ^nn+nom+++=activity
for ^in++++=for
terms ^nns++++=terms
related ^vbd+++xvbn+=related
to ^in++++=to
the ^ati++++=the
detection ^nn+nom+++=detection,
, ^zz++++=EXTRAWORD
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
transmission ^nn++++=transmission,
, ^zz++++=EXTRAWORD
treatment ^nn+nom+++=treatment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prevention ^nn+nom+++=prevention
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
( ^zz++++=(1).
1 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Social ^jj+atrb+++=Social
media ^nn++++=media
platforms ^nns++++=platforms,
, ^zz++++=EXTRAWORD
including ^in++++=including
Twitter ^np+++??+=Twitter,
, ^zz++++=EXTRAWORD
identified ^xvbn+++xvbn+=identified
coronavirus ^nns+++??+=coronavirus,
, ^zz++++=EXTRAWORD
Covid ^np+++??+=COVID,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pandemic ^jj++++=pandemic
as ^ql++++=as
trending ^jj+atrb++xvbg+=trending
topics ^nns++++=topics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
term ^nn++++=term
quarantine ^nn++++=quarantine
was ^vbd+bedz+aux++=was
mentioned ^vpsv++agls+xvbnx+=mentioned
approximately ^rb+down+++=approximately
1.6 ^cd++++=1.6
million ^cd++++=million
times ^nns++++=times
in ^in++++=in
2020 ^cd++++=2020.
. ^zz++++=EXTRAWORD
Experts ^nns++++=Experts
from ^in++++=from
scientific ^jj+atrb+++=scientific
and ^cc+phrs+++=and
medical ^jj+atrb+++=medical
fields ^nns++++=fields
utilized ^vbd+++xvbn+=utilized
social ^jj+atrb+++=social
media ^nns++++=media
to ^to++++=to
disseminate ^nn+nom+++=disseminate
technical ^jj+atrb+++=technical
information ^nn+nom+++=information
in ^in++++=in
real ^jj+atrb+++=real
time ^nn++++=time
to ^in++++=to
both ^abx++++=both
peers ^nns++++=peers
and ^cc++++=and
the ^ati++++=the
general ^jj++++=general
public ^jj++++=public
( ^zz++++=(2,3).
2,3 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Few ^ap++++=Few
events ^nns++++=events
in ^in++++=in
modern ^jj+atrb+++=modern
history ^nn++++=history
have ^vb+hv+aux++=have
brought ^vprf+++xvbnx+=brought
science ^nn+nom+++=science
and ^cc++++=and
health ^nn++++=health
sciences ^nns+nom+++=sciences
to ^in++++=to
such ^abl++++=such
prominence ^nn+nom+++=prominence
as ^in++++=as
the ^ati++++=the
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn++++=pandemic,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
by ^in++++=by
December ^nr+nom+++=December
2021 ^cd++++=2021,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
resulted ^vprf+++xvbnx+=resulted
in ^in++++=in
over ^in++++=over
5 ^zz++++=5
million ^cd++++=million
confirmed ^vbn+vpub+++=confirmed
deaths ^nns++++=deaths
worldwide ^nn++++=worldwide
( ^zz++++=(4,5).
4,5 ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
