The ^ati++++=The
transition ^nn+nom+++=transition
from ^in++++=from
the ^ati++++=the
in ^in++++=in
vitro ^nn+++??+=vitro
phase ^nn++++=phase
to ^in++++=to
the ^ati++++=the
rooting ^nn++++=rooting
phase ^nn++++=phase
represents ^vbz++++=represents
a ^at++++=a
critical ^jj+atrb+++=critical
bottleneck ^nn+++??+=bottleneck
in ^in++++=in
seedling ^nn+nom+++=seedling
production ^nn+nom+++=production,
, ^zz++++=EXTRAWORD
as ^ql++++=as
seedlings ^nns+nom+++=seedlings
previously ^rb+tm+++=previously
grown ^vbd+++xvbn+=grown
under ^in++++=under
heterotrophic ^jj+atrb+++=heterotrophic
conditions ^nns+nom+++=conditions
and ^cc++++=and
low ^jj+atrb+++=low
light ^nn++++=light
intensities ^nns+nom+++=intensities
must ^md+nec+++=must
adapt ^vb++++=adapt
to ^in++++=to
an ^at++++=an
environment ^nn+nom+++=environment
that ^tht+rel+subj++=that
requires ^vbz++++=requires
full ^jj+atrb+++=full
autotrophic ^nn++++=autotrophic
growth ^nn++++=growth
( ^zz++++=(Kaur
kaur ^nn+++??+=EXTRAWORD
2015 ^cd++++=2015).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
protocol ^nn++++=protocol
described ^vwbn+++xvbn+=described
by ^in++++=by
Neto ^np+++??+=Neto
( ^zz++++=(2009),
2009 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
transition ^nn+nom+++=transition
resulted ^vbd+++xvbn+=resulted
in ^in++++=in
a ^at++++=a
loss ^nn++++=loss
of ^in++++=of
approximately ^rb+down+++=approximately
55 ^cd++++=55%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
seedlings ^nns+nom+++=seedlings;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
survival ^nn+nom+++=survival
rates ^nns++++=rates
increased ^vbd+++xvbn+=increased
to ^in++++=to
about ^in++++=about
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
once ^rb+tm+++=once
the ^ati++++=the
seedlings ^nns+nom+++=seedlings
successfully ^rb++++=successfully
acclimatized ^jj+++xvbn+=acclimatized
and ^cc++++=and
were ^vbd+bed+aux++=were
grown ^vpsv++agls+xvbnx+=grown
under ^in++++=under
greenhouse ^nn++++=greenhouse
conditions ^nns+nom+++=conditions,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
those ^dt+dem+++=those
surviving ^jj+++xvbg+=surviving
this ^dt+dem+++=this
phase ^nn++++=phase
could ^md+pos+++=could
subsequently ^rb+tm+++=subsequently
be ^vb+be+aux++=be
cultivated ^vpsv++agls+xvbnx+=cultivated
outdoors ^nns+pl+++=outdoors.
. ^zz++++=EXTRAWORD
For ^in++++=For
comparison ^nn++++=comparison,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
micropropagation ^nn+nom+++=micropropagation
protocol ^nn++++=protocol
for ^in++++=for
the ^ati++++=the
Cerrado ^np+++??+=Cerrado
species ^nn++++=species
Jacaranda ^np+++??+=Jacaranda
ulei ^nn+++??+=ulei
Bureau ^nn++++=Bureau
& ^zz++++=&
K ^zz++++=K.
. ^zz++++=EXTRAWORD
Schum ^np+++??+=Schum.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
survival ^nn+nom+++=survival
rate ^nn++++=rate
during ^in++++=during
the ^ati++++=the
transition ^nn+nom+++=transition
from ^in++++=from
the ^ati++++=the
in ^in++++=in
vitro ^nn+++??+=vitro
to ^in++++=to
the ^ati++++=the
rooting ^nn++++=rooting
phase ^nn++++=phase
was ^vbd+bedz+vrb++=was
approximately ^rb+down+++=approximately
80 ^cd++++=80%
% ^zz++++=EXTRAWORD
( ^zz++++=(Silveira
silveira ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
