The ^ati++++=The
experience ^nn+nom+++=experience
in ^in++++=in
the ^ati++++=the
Undergraduate ^nn+nom+++=Undergraduate
Scientific ^jj+atrb+++=Scientific
Research ^nn++++=Research
( ^zz++++=(USR)
usr ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
program ^nn+++??+=program
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
significant ^jj+atrb+++=significant
factor ^nn++++=factor
in ^in++++=in
shaping ^xvbg+++xvbg+=shaping
my ^pp$+pp1+++=my
interest ^nn++++=interest
in ^in++++=in
pursuing ^xvbg+++xvbg+=pursuing
further ^jjb+atrb+++=further
research ^nn++++=research
activities ^nns+nom+++=activities.
. ^zz++++=EXTRAWORD
Participation ^nn+nom+++=Participation
in ^in++++=in
a ^at++++=a
research ^nn++++=research
group ^nn++++=group
has ^vbz+hvz+aux++=has
contributed ^vprf+++xvbnx+=contributed
substantially ^rb++++=substantially
to ^in++++=to
my ^pp$+pp1+++=my
learning ^nvbg+++xvbg+=learning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
developed ^vprf+++xvbnx+=developed
a ^at++++=a
greater ^jjr+atrb+++=greater
sense ^nn++++=sense
of ^in++++=of
autonomy ^nn++++=autonomy
and ^cc++++=and
responsibility ^nn+nom+++=responsibility
since ^cs+sub+++=since
becoming ^xvbg+++xvbg+=becoming
involved ^vwbn+++xvbn+=involved
in ^in++++=in
this ^dt+dem+++=this
environment ^nn+nom+++=environment
( ^zz++++=(USResearcher
usresearcher ^jjr+atrb+++=EXTRAWORD
03 ^nn++++=03,
, ^zz++++=EXTRAWORD
questionnaire ^nn++++=Questionnaire,
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
