According ^in+cmpx+++=According
to ^in"++++=to
these ^dt+dem+++=these
authors ^nns++++=authors,
, ^zz++++=EXTRAWORD
formulations ^nns+nom+++=formulations
exhibit ^vb++++=exhibit
three ^cd++++=three
fundamental ^jj+atrb+++=fundamental
properties ^nns++++=properties:
: ^zz++++=EXTRAWORD
preservation ^nn+nom+++=preservation,
, ^zz++++=EXTRAWORD
deletion ^nn+nom+++=deletion,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
transformation ^nn+nom+++=transformation
of ^in++++=of
a ^at++++=a
preceding ^jj+atrb+++=preceding
utterance ^nn+nom+++=utterance
or ^cc++++=or
utterances ^nns+nom+++=utterances.
. ^zz++++=EXTRAWORD
