The ^ati++++=The
testimonial ^nn++++=testimonial
presented ^vwbn+++xvbn+=presented
in ^in++++=in
Excerpt ^np+++??+=Excerpt
1 ^zz++++=1
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
a ^at++++=a
significant ^jj+atrb+++=significant
impact ^nn++++=impact
on ^in++++=on
all ^abn++++=all
participants ^nns+nom+++=participants,
, ^zz++++=EXTRAWORD
likely ^jj++++=likely
influenced ^vpsv++by+xvbn+=influenced
by ^in++++=by
the ^ati++++=the
contemporaneous ^jj+atrb+++=contemporaneous
global ^jj+atrb+++=global
attention ^nn+nom+++=attention
to ^in++++=to
the ^ati++++=the
Black ^jj+atrb+++=Black
Lives ^nns++++=Lives
Matter ^nn++++=Matter
demonstrations ^nns+nom+++=demonstrations
in ^in++++=in
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
and ^cc++++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
by ^in++++=by
widespread ^jj+atrb+++=widespread
media ^nn++++=media
coverage ^nn+nom+++=coverage
of ^in++++=of
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
Miguel ^np++++=Miguel,
, ^zz++++=EXTRAWORD
a ^at++++=a
five ^cd++++=five-year-old
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
Black ^jj+atrb+++=Black
child ^nn++++=child
who ^whp+rel+subj++=who
died ^vbd+++xvbn+=died
after ^cs+sub+++=after
being ^nn+nn+aux++=being
left ^vbd+++xvbn+=left
unattended ^jj++++=unattended
by ^in++++=by
his ^pp$+pp3+++=his
mother ^npt++++=mother
s ^zz++++=s
employer ^nn+nom+++=employer
in ^in++++=in
a ^at++++=a
high ^jj++++=high-rise
- ^zz++++=EXTRAWORD
rise ^vb++++=EXTRAWORD
apartment ^nn+nom+++=apartment.
. ^zz++++=EXTRAWORD
Observational ^jj+atrb+++=Observational
data ^nns++++=data
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
participants ^nns+nom+++=participants
were ^vbd+bed+aux++=were
highly ^rb+amp+splt++=highly
engaged ^vpsv++agls+xvbnx+=engaged
with ^in++++=with
the ^ati++++=the
testimonial ^nn++++=testimonial,
, ^zz++++=EXTRAWORD
as ^in++++=as
evidenced ^nn++++=evidenced
by ^in++++=by
their ^pp$+pp3+++=their
nonverbal ^jj+atrb+++=nonverbal
responses ^nns++++=responses
such ^abl++++=such
as ^ql++++=as
nodding ^jj+++xvbg+=nodding
in ^in++++=in
agreement ^nn+nom+++=agreement
and ^cc++++=and
displaying ^jj+atrb++xvbg+=displaying
facial ^jj+atrb+++=facial
expressions ^nns++++=expressions
of ^in++++=of
surprise ^nn++++=surprise
while ^cs+sub+++=while
attentively ^jj++++=attentively
watching ^jj+++xvbg+=watching
or ^cc++++=or
listening ^nn++++=listening
to ^in++++=to
each ^dt++++=each
testimonial ^nn++++=testimonial
shared ^vbd+++xvbn+=shared
within ^in++++=within
the ^ati++++=the
group ^nn++++=group.
. ^zz++++=EXTRAWORD
