Among ^in++++=Among
the ^ati++++=the
families ^nns++++=families
with ^in++++=with
the ^ati++++=the
highest ^jjt+atrb+++=highest
number ^nn++++=number
of ^in++++=of
individuals ^nns+nom+++=individuals
sampled ^vbd+++xvbn+=sampled,
, ^zz++++=EXTRAWORD
Urticaceae ^np+++??+=Urticaceae
was ^vbd+bedz+vrb++=was
the ^ati++++=the
most ^ql+emph+++=most
represented ^jj+++xvbn+=represented,
, ^zz++++=EXTRAWORD
accounting ^nvbg+++xvbg+=accounting
for ^in++++=for
220 ^cd++++=220
individuals ^nns+nom+++=individuals
( ^zz++++=(44.53%)
44.53 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
distributed ^vbd+++xvbn+=distributed
across ^in+pl+++=across
three ^cd++++=three
species ^nn++++=species:
: ^zz++++=EXTRAWORD
Cecropia ^np+++??+=Cecropia
glaziovii ^nn+++??+=glaziovii
Snethl ^np+++??+=Snethl.
. ^zz++++=EXTRAWORD
( ^zz++++=(127
127 ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Cecropia ^np+++??+=Cecropia
pachystachia ^nn+++??+=pachystachia
Tr ^nn++++=Tr
cul ^nn+++??+=cul.
. ^zz++++=EXTRAWORD
( ^zz++++=(91
91 ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Urera ^np+++??+=Urera
baccifera ^nn+++??+=baccifera
( ^zz++++=(L.)
l ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Gaudich ^np+++??+=Gaudich.
. ^zz++++=EXTRAWORD
ex ^jjb++++=ex
Wedd ^np+++??+=Wedd.
. ^zz++++=EXTRAWORD
( ^zz++++=(two
two ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Cannabaceae ^np+++??+=Cannabaceae
was ^vbd+bedz+vrb++=was
the ^ati++++=the
second ^od++++=second
most ^ql+emph+++=most
abundant ^jj+atrb+++=abundant
family ^nn++++=family,
, ^zz++++=EXTRAWORD
with ^in++++=with
97 ^cd++++=97
individuals ^nns+nom+++=individuals
( ^zz++++=(19.64%),
19.64% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
comprising ^jj+++xvbg+=comprising
Celtis ^np+++??+=Celtis
sp ^&fo++++=sp.
. ^zz++++=EXTRAWORD
( ^zz++++=(50
50 ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals)
) ^zz++++=EXTRAWORD
and ^cc++++=and
Trema ^&fw++++=Trema
micrantha ^nn+++??+=micrantha
( ^zz++++=(L.)
l ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Blume ^np+++??+=Blume.
. ^zz++++=EXTRAWORD
( ^zz++++=(47
47 ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Solanaceae ^np+++??+=Solanaceae
ranked ^vbd+++xvbn+=ranked
third ^nn++++=third,
, ^zz++++=EXTRAWORD
with ^in++++=with
66 ^cd++++=66
individuals ^nns+nom+++=individuals
( ^zz++++=(13.36%),
13.36% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
including ^in++++=including
Solanum ^np+++??+=Solanum
americanum ^nn+++??+=americanum
Mill ^nn++++=Mill.
. ^zz++++=EXTRAWORD
( ^zz++++=(47
47 ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Solanum ^np+++??+=Solanum
lycocarpum ^nn+++??+=lycocarpum
A ^at++++=A.
. ^zz++++=EXTRAWORD
St ^npt++++=St-Hil.
- ^zz++++=EXTRAWORD
hil ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
( ^zz++++=(nine
nine ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Solanum ^np+++??+=Solanum
mauritianum ^nn+++??+=mauritianum
Scop ^np+++??+=Scop.
. ^zz++++=EXTRAWORD
( ^zz++++=(seven
seven ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Capsicum ^np+++??+=Capsicum
baccatum ^nn+++??+=baccatum
var ^nn+++??+=var.
. ^zz++++=EXTRAWORD
praetermissum ^nn+++??+=praetermissum
( ^zz++++=(Heiser
heiser ^jjr+atrb+++=EXTRAWORD
& ^zz++++=&
P ^zz++++=P.
. ^zz++++=EXTRAWORD
G ^zz++++=G.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith)
) ^zz++++=EXTRAWORD
Hunz ^np+++??+=Hunz.
. ^zz++++=EXTRAWORD
( ^zz++++=(two
two ^cd++++=EXTRAWORD
individuals ^nns+nom+++=individuals),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Nicandra ^np+++??+=Nicandra
physalodes ^nns+++??+=physalodes
( ^zz++++=(L.)
l ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Gaertn ^np+++??+=Gaertn.
. ^zz++++=EXTRAWORD
( ^zz++++=(one
one ^cd1++++=EXTRAWORD
individual ^jj++++=individual).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
results ^nns++++=results
indicate ^nn+nom+++=indicate
that ^tht+vcmp+++=that
the ^ati++++=the
majority ^nn+nom+++=majority
of ^in++++=of
sampled ^jj+atrb++xvbn+=sampled
individuals ^nns+nom+++=individuals
belong ^vb++++=belong
to ^in++++=to
pioneer ^nn+nom+++=pioneer
species ^nn++++=species,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
suggests ^vbz+vpub+tht0++=suggests
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
soil ^nn++++=soil
transposition ^nn+nom+++=transposition
for ^in++++=for
ecological ^jj+atrb+++=ecological
restoration ^nn+nom+++=restoration,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
species ^nn++++=species
could ^md+pos+++=could
facilitate ^nn+nom+++=facilitate
the ^ati++++=the
initial ^jj+atrb+++=initial
recovery ^nn+nom+++=recovery
of ^in++++=of
the ^ati++++=the
area ^nn++++=area
by ^in++++=by
providing ^xvbg+++xvbg+=providing
soil ^nn++++=soil
cover ^nn++++=cover
and ^cc++++=and
supporting ^vbg+++xvbg+=supporting
the ^ati++++=the
subsequent ^jj+atrb+++=subsequent
establishment ^nn+nom+++=establishment
of ^in++++=of
non ^&fw++++=non-pioneer
- ^zz++++=EXTRAWORD
pioneer ^nn+nom+++=EXTRAWORD
species ^nn++++=species.
. ^zz++++=EXTRAWORD
