The ^ati++++=The
term ^nn++++=term
" ^zz++++="formulation"
formulation ^nn+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
first ^od++++=first
introduced ^vpsv++by+xvbn+=introduced
by ^in++++=by
Garfinkel ^np+++??+=Garfinkel
and ^cc++++=and
Sacks ^nns++++=Sacks
( ^zz++++=(1970)
1970 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^to++++=to
refer ^vbi++++=refer
to ^in++++=to
practices ^nns++++=practices
employed ^vwbn+++xvbn+=employed
by ^in++++=by
interactants ^nns+nom+++=interactants
to ^to++++=to
demonstrate ^nn+nom+++=demonstrate
their ^pp$+pp3+++=their
understanding ^nvbg+++xvbg+=understanding
of ^in++++=of
segments ^nns+nom+++=segments
of ^in++++=of
an ^at++++=an
interaction ^nn+nom+++=interaction.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
segments ^nns+nom+++=segments
may ^md+pos+++=may
serve ^vb++++=serve
as ^ql++++=as
opportunities ^nns+nom+++=opportunities
for ^in++++=for
participants ^nns+nom+++=participants
to ^to++++=to
formulate ^nn+nom+++=formulate
the ^ati++++=the
conversation ^nn+nom+++=conversation,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
involves ^vbz++++=involves
describing ^jj+++xvbg+=describing,
, ^zz++++=EXTRAWORD
explaining ^vbg+vpub++xvbg+=explaining,
, ^zz++++=EXTRAWORD
characterizing ^nn++++=characterizing,
, ^zz++++=EXTRAWORD
explicating ^jj+++xvbg+=explicating,
, ^zz++++=EXTRAWORD
translating ^vbg+++xvbg+=translating,
, ^zz++++=EXTRAWORD
summarizing ^vbg+++xvbg+=summarizing,
, ^zz++++=EXTRAWORD
providing ^vbg+++xvbg+=providing
the ^ati++++=the
gist ^nn++++=gist,
, ^zz++++=EXTRAWORD
noting ^vbg+vprv++xvbg+=noting
conformity ^nn+nom+++=conformity
with ^in++++=with
rules ^nns++++=rules,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
commenting ^vbg+++xvbg+=commenting
on ^in++++=on
deviations ^nns+nom+++=deviations
from ^in++++=from
rules ^nns++++=rules
( ^zz++++=(Garfinkel
garfinkel ^nn+++??+=EXTRAWORD
& ^zz++++=&
Sacks ^nns++++=Sacks,
, ^zz++++=EXTRAWORD
1970 ^cd+date+++=1970,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
350 ^cd++++=350).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
An ^at++++=An
illustrative ^jj+atrb+++=illustrative
example ^nn++++=example
of ^in++++=of
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
utterance ^nn+nom+++=utterance
pains ^nns++++=Pains
in ^in++++=in
your ^pp$+pp2+++=your
chest ^nn++++=chest
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
