Data ^nns++++=Data
collection ^nn+nom+++=collection
was ^vbd+bedz+aux++=was
initially ^rb+tm+splt++=initially
modeled ^vpsv++agls+xvbnx+=modeled
after ^in++++=after
the ^ati++++=the
International ^jj+atrb+++=International
Corpus ^nn++++=Corpus
of ^in++++=of
Learner ^nn++++=Learner
English ^jj++++=English
( ^zz++++=(ICLE).
icle ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Corifa ^np+++??+=CorIFA
and ^cc++++=and
Icle ^np+++??+=ICLE
share ^nn++++=share
similarities ^nns+nom+++=similarities
in ^in++++=in
task ^nn++++=task
variables ^nns++++=variables,
, ^zz++++=EXTRAWORD
including ^in++++=including
task ^nn++++=task
medium ^jjb++++=medium,
, ^zz++++=EXTRAWORD
genre ^nn++++=genre,
, ^zz++++=EXTRAWORD
topic ^nn++++=topic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
task ^nn++++=task
setting ^vwbg+++xvbg+=setting.
. ^zz++++=EXTRAWORD
The ^ati++++=The
compilation ^nn+nom+++=compilation
of ^in++++=of
Corifa ^np+++??+=CorIFA
began ^vbd+++xvbn+=began
with ^in++++=with
written ^xvbn+++xvbn+=written
tasks ^nns++++=tasks,
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
argumentative ^jj+atrb+++=argumentative
essays ^nns++++=essays,
, ^zz++++=EXTRAWORD
similar ^jj++++=similar
to ^in++++=to
those ^dt+pdem+++=those
found ^vbd+vprv++xvbn+=found
in ^in++++=in
Icle ^np+++??+=ICLE.
. ^zz++++=EXTRAWORD
Students ^nns++++=Students
were ^vbd+bed+aux++=were
instructed ^vpsv++agls+xvbnx+=instructed
to ^to+vcmp+++=to
write ^vbi++++=write
essays ^nns++++=essays
on ^in++++=on
predetermined ^vbd+++xvbn+=predetermined
topics ^nns++++=topics
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
internet ^nn+++??+=internet,
, ^zz++++=EXTRAWORD
feminism ^nn+nom+++=feminism,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
science ^nn+nom+++=science
and ^cc++++=and
technology ^nn++++=technology.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
essays ^nns++++=essays
were ^vbd+bed+aux++=were
written ^vpsv++agls+xvbnx+=written
either ^dtx++++=either
in ^in++++=in
class ^nn++++=class
or ^cc++++=or
at ^in++++=at
home ^nr++++=home
and ^cc++++=and
submitted ^vpsv++agls+xvbn+=submitted
via ^in++++=via
email ^nn+++??+=email.
. ^zz++++=EXTRAWORD
