The ^ati++++=The
results ^nns++++=results
of ^in++++=of
this ^dt+dem+++=this
econometric ^jj+atrb+++=econometric
analysis ^nn++++=analysis
provide ^vb+vsua+++=provide
evidence ^nn+nom+++=evidence
supporting ^vwbg+++xvbg+=supporting
the ^ati++++=the
existence ^nn+nom+++=existence
of ^in++++=of
at ^rb++++=at
least ^rb"++++=least
one ^cd1++++=one
additional ^jj+atrb+++=additional
central ^jj+atrb+++=central
region ^nn++++=region
within ^in++++=within
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
models ^nns++++=models
that ^tht+rel+subj++=that
do ^vb+do+vrb++=do
not ^xnot++not++=not
account ^nn++++=account
for ^in++++=for
this ^dt+dem+++=this
sub ^nn++++=sub-centrality
- ^zz++++=EXTRAWORD
centrality ^nn+nom+++=EXTRAWORD
are ^vb+ber+vrb++=are
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
produce ^vbi++++=produce
biased ^vpsv++agls+xvbn+=biased
coefficient ^nn++++=coefficient
estimates ^nns+nom+++=estimates
and ^cc++++=and
exhibit ^vb++++=exhibit
heteroskedastic ^jj+atrb+++=heteroskedastic
residuals ^nns+nom+++=residuals.
. ^zz++++=EXTRAWORD
