The ^ati++++=The
process ^nns+nom+++=process
of ^in++++=of
translation ^nn+nom+++=translation
and ^cc++++=and
cross ^jj++++=cross-cultural
- ^zz++++=EXTRAWORD
cultural ^jj+atrb+++=EXTRAWORD
adaptation ^nn+nom+++=adaptation
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
appropriately ^rb+cnj+++=appropriately,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
focus ^nn++++=focus
on ^in++++=on
ensuring ^xvbg+++xvbg+=ensuring
both ^abx++++=both
semantic ^jj+atrb+++=semantic
and ^cc+phrs+++=and
conceptual ^jj+atrb+++=conceptual
equivalence ^nn+nom+++=equivalence
of ^in++++=of
the ^ati++++=the
items ^nns++++=items,
, ^zz++++=EXTRAWORD
as ^in++++=as
confirmed ^nn++++=confirmed
by ^in++++=by
the ^ati++++=the
back ^rp++++=back-translation
- ^zz++++=EXTRAWORD
translation ^nn+nom+++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
scale ^nn++++=scale.
. ^zz++++=EXTRAWORD
Operational ^jj+atrb+++=Operational
equivalence ^nn+nom+++=equivalence
was ^vbd+bedz+aux++=was
also ^rb++splt++=also
maintained ^vpsv++agls+xvbnx+=maintained,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
scale ^nn++++=scale
was ^vbd+bedz+aux++=was
administered ^vpsv++agls+xvbnx+=administered
online ^nn+++??+=online
with ^in++++=with
the ^ati++++=the
same ^ap++++=same
number ^nn++++=number
of ^in++++=of
questions ^nns+nom+++=questions
and ^cc++++=and
identical ^jj+atrb+++=identical
response ^nn++++=response
options ^nns+nom+++=options,
, ^zz++++=EXTRAWORD
consistent ^jj++++=consistent
with ^in++++=with
the ^ati++++=the
methodologies ^nn++++=methodologies
used ^vwbn+++xvbn+=used
in ^in++++=in
previous ^jj+atrb+++=previous
studies ^nns++++=studies
( ^zz++++=(Balakrishnan
balakrishnan ^jj++++=EXTRAWORD
and ^cc++++=and
Griffiths ^np++++=Griffiths,
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
Lin ^np+++??+=Lin
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
online ^nn+++??+=online
pilot ^nn++++=pilot
study ^nn++++=study,
, ^zz++++=EXTRAWORD
participants ^nns+nom+++=participants
were ^vbd+bed+aux++=were
asked ^vpsv++agls+xvbnx+=asked
to ^to+vcmp+++=to
rate ^vb++++=rate
the ^ati++++=the
clarity ^nn+nom+++=clarity
and ^cc++++=and
comprehensibility ^nn+nom+++=comprehensibility
of ^in++++=of
each ^dt++++=each
item ^nn++++=item
and ^cc++++=and
were ^vbd+bed+aux++=were
provided ^vpsv++agls+xvbnx+=provided
with ^in++++=with
an ^at++++=an
open ^jj+atrb+++=open
field ^nn++++=field
for ^in++++=for
suggestions ^nns+nom+++=suggestions.
. ^zz++++=EXTRAWORD
Analysis ^nn++++=Analysis
of ^in++++=of
the ^ati++++=the
responses ^nns++++=responses
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
no ^at++++=no
suggestions ^nns+nom+++=suggestions
for ^in++++=for
modification ^nn+nom+++=modification
were ^vbd+bed+aux++=were
offered ^vpsv++agls+xvbnx+=offered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
participants ^nns+nom+++=participants
reported ^vbd+vpub++xvbn+=reported
that ^tht+vcmp+++=that
the ^ati++++=the
items ^nns++++=items
were ^vbd+bed+vrb++=were
clear ^jj+pred+++=clear
and ^cc+phrs+++=and
easy ^jj++++=easy
to ^to+jcmp+++=to
understand ^vbi+vprv+++=understand.
