Although ^cs+con+++=Although
the ^ati++++=the
medical ^jj+atrb+++=medical
significance ^nn+nom+++=significance
of ^in++++=of
these ^dt+dem+++=these
discoveries ^nns+nom+++=discoveries
is ^vbz+bez+vrb++=is
relatively ^rb++++=relatively
recent ^jj+pred+++=recent,
, ^zz++++=EXTRAWORD
ayahuasca ^vb+++??+=ayahuasca
attracted ^vbd+++xvbn+=attracted
commercial ^jj+atrb+++=commercial
interest ^nn++++=interest
much ^ap++++=much
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
In ^in++++=In
1986 ^cd+date+++=1986,
, ^zz++++=EXTRAWORD
Loren ^np+++??+=Loren
Miller ^np++++=Miller,
, ^zz++++=EXTRAWORD
a ^at++++=a
United ^np++++=United
States ^nns++++=States
citizen ^nn++++=citizen
and ^cc++++=and
then ^rn+tm+++=then
director ^nn++++=director
of ^in++++=of
the ^ati++++=the
International ^jj+atrb+++=International
Plant ^nn++++=Plant
Medicine ^nn++++=Medicine
Corporation ^nn+nom+++=Corporation
( ^zz++++=(IPMC),
ipmc ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
granted ^vpsv++agls+xvbnx+=granted
a ^at++++=a
plant ^nn++++=plant
patent ^nn++++=patent
by ^in++++=by
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
Patent ^jj++++=Patent
and ^cc++++=and
Trademark ^np+++??+=Trademark
Office ^nn++++=Office
for ^in++++=for
a ^at++++=a
specimen ^nn++++=specimen
he ^pp3a+pp3+++=he
named ^vbd+++xvbnx+=named
" ^zz++++="Da
da ^np++++=EXTRAWORD
Vine ^np+++??+=Vine."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
plant ^nn++++=plant,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
Miller ^np++++=Miller
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
from ^in++++=from
the ^ati++++=the
Amazon ^np+++??+=Amazon
rainforest ^jjt++++=rainforest
in ^in++++=in
1981 ^cd+date+++=1981,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
ayahuasca ^nn++++=ayahuasca.
. ^zz++++=EXTRAWORD
