The ^ati++++=The
Morumbi ^np+++??+=Morumbi
district ^nn++++=district
exhibits ^nns++++=exhibits
a ^at++++=a
statistically ^rb++++=statistically
significant ^jj+atrb+++=significant
coefficient ^nn++++=coefficient
with ^in++++=with
the ^ati++++=the
expected ^nn++++=expected
sign ^vb++++=sign,
, ^zz++++=EXTRAWORD
as ^in++++=as
predicted ^nn++++=predicted
by ^in++++=by
theoretical ^jj+atrb+++=theoretical
models ^nns++++=models,
, ^zz++++=EXTRAWORD
following ^jj+++xvbg+=following
a ^at++++=a
10 ^cd++++=10%
% ^zz++++=EXTRAWORD
increase ^nn++++=increase
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance
cut ^vbd+++xvbn+=cut-off.
- ^zz++++=EXTRAWORD
off ^in+strn+++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
coefficient ^nn++++=coefficient
for ^in++++=for
region ^nn++++=region
A7 ^np+++??+=A7
is ^vbz+bez+vrb++=is
no ^at++++=no
longer ^rbr++++=longer
statistically ^rb++++=statistically
significant ^jj++++=significant,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
its ^pp$+it+++=its
sign ^vb++++=sign
remains ^nns++++=remains
consistent ^jj++++=consistent
with ^in++++=with
theoretical ^jj+atrb+++=theoretical
expectations ^nns+nom+++=expectations.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
coefficients ^nns++++=coefficients
estimating ^vwbg+++xvbg+=estimating
the ^ati++++=the
commuting ^jj+atrb++xvbg+=commuting
effect ^nn++++=effect
for ^in++++=for
areas ^nns++++=areas
A4 ^np+++??+=A4,
, ^zz++++=EXTRAWORD
A28 ^np+++??+=A28,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
A32 ^np+++??+=A32
are ^vb+ber+vrb++=are
statistically ^rb++++=statistically
significant ^jj+pred+++=significant
under ^in++++=under
both ^abx++++=both
specifications ^nns+nom+++=specifications
of ^in++++=of
the ^ati++++=the
spatial ^jj+atrb+++=spatial
weight ^nn++++=weight
matrices ^nns++++=matrices.
. ^zz++++=EXTRAWORD
